timestamp,level,data source
2025-09-01T03:18:24Z,SEDENTARY,Fitbit App
2025-09-01T03:19:24Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T03:20:24Z,VERY_ACTIVE,Fitbit App
2025-09-01T03:21:24Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T03:31:24Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T03:32:24Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T03:33:24Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T03:34:24Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T08:22:24Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T08:23:24Z,VERY_ACTIVE,Fitbit App
2025-09-01T08:24:24Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T08:25:24Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T08:26:24Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T08:27:24Z,SEDENTARY,Fitbit App
2025-09-01T08:28:24Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T08:29:24Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T08:30:24Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T08:35:24Z,SEDENTARY,Fitbit App
2025-09-01T08:36:24Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T08:37:24Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T08:38:24Z,VERY_ACTIVE,Fitbit App
2025-09-01T09:18:24Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T09:19:24Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T11:00:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T11:01:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T11:02:04Z,VERY_ACTIVE,Fitbit App
2025-09-01T11:03:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T11:04:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T11:05:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T11:14:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T11:15:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T11:16:04Z,VERY_ACTIVE,Fitbit App
2025-09-01T11:17:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T11:18:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T11:19:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T11:20:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T11:21:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T11:22:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T11:23:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T11:24:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T11:25:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T11:26:04Z,VERY_ACTIVE,Fitbit App
2025-09-01T11:27:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T11:28:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T11:29:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T11:30:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T11:31:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T11:32:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T11:33:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T11:34:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T11:35:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T11:36:04Z,VERY_ACTIVE,Fitbit App
2025-09-01T11:37:04Z,VERY_ACTIVE,Fitbit App
2025-09-01T15:00:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T15:01:04Z,VERY_ACTIVE,Fitbit App
2025-09-01T15:02:04Z,VERY_ACTIVE,Fitbit App
2025-09-01T15:03:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T15:04:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T15:05:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T15:06:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T15:15:04Z,SEDENTARY,Fitbit App
2025-09-01T15:16:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T15:17:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T15:18:04Z,VERY_ACTIVE,Fitbit App
2025-09-01T15:19:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-01T15:20:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-01T15:21:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T10:48:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T10:49:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T10:58:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T10:59:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T11:00:04Z,VERY_ACTIVE,Fitbit App
2025-09-02T11:01:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T11:02:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T11:03:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T11:10:04Z,SEDENTARY,Fitbit App
2025-09-02T11:11:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T11:12:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T11:13:04Z,VERY_ACTIVE,Fitbit App
2025-09-02T11:14:04Z,VERY_ACTIVE,Fitbit App
2025-09-02T11:15:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T11:16:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T11:17:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T11:18:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T11:19:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T11:20:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T11:21:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T11:22:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T11:23:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T11:24:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T11:25:04Z,VERY_ACTIVE,Fitbit App
2025-09-02T11:26:04Z,VERY_ACTIVE,Fitbit App
2025-09-02T11:27:04Z,VERY_ACTIVE,Fitbit App
2025-09-02T11:28:04Z,VERY_ACTIVE,Fitbit App
2025-09-02T11:29:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T11:30:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T11:31:04Z,VERY_ACTIVE,Fitbit App
2025-09-02T11:32:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T12:12:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T12:13:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T12:14:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T12:18:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T12:19:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T12:23:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T12:24:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T12:25:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T12:26:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T12:27:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T12:45:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T12:46:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T12:47:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T12:53:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T12:54:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T12:55:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T12:56:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T12:57:04Z,VERY_ACTIVE,Fitbit App
2025-09-02T12:58:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T12:59:04Z,VERY_ACTIVE,Fitbit App
2025-09-02T13:00:04Z,VERY_ACTIVE,Fitbit App
2025-09-02T13:01:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T13:02:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T13:03:04Z,VERY_ACTIVE,Fitbit App
2025-09-02T14:53:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T14:54:04Z,VERY_ACTIVE,Fitbit App
2025-09-02T14:55:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T14:56:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T14:57:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T15:06:04Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T15:07:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T15:08:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T15:09:04Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T19:16:48Z,SEDENTARY,Fitbit App
2025-09-02T19:17:48Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T19:18:48Z,VERY_ACTIVE,Fitbit App
2025-09-02T19:19:48Z,VERY_ACTIVE,Fitbit App
2025-09-02T19:20:48Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-02T19:21:48Z,VERY_ACTIVE,Fitbit App
2025-09-02T19:22:48Z,VERY_ACTIVE,Fitbit App
2025-09-02T19:23:48Z,MODERATELY_ACTIVE,Fitbit App
2025-09-02T19:24:48Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-03T01:08:48Z,SEDENTARY,Fitbit App
2025-09-03T01:09:48Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-03T02:38:48Z,SEDENTARY,Fitbit App
2025-09-03T02:39:48Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-03T02:40:48Z,VERY_ACTIVE,Fitbit App
2025-09-03T02:41:48Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-03T02:46:48Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-03T02:47:48Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-03T02:48:48Z,MODERATELY_ACTIVE,Fitbit App
2025-09-03T02:49:48Z,MODERATELY_ACTIVE,Fitbit App
2025-09-03T06:40:48Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-03T06:41:48Z,MODERATELY_ACTIVE,Fitbit App
2025-09-03T06:42:48Z,VERY_ACTIVE,Fitbit App
2025-09-03T06:43:48Z,MODERATELY_ACTIVE,Fitbit App
2025-09-03T06:44:48Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-03T06:53:48Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-03T06:54:48Z,MODERATELY_ACTIVE,Fitbit App
2025-09-03T06:55:48Z,MODERATELY_ACTIVE,Fitbit App
2025-09-03T06:56:48Z,VERY_ACTIVE,Fitbit App
2025-09-03T11:13:48Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-03T11:14:48Z,MODERATELY_ACTIVE,Fitbit App
2025-09-03T11:15:48Z,VERY_ACTIVE,Fitbit App
2025-09-03T11:16:48Z,MODERATELY_ACTIVE,Fitbit App
2025-09-03T11:17:48Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-03T11:18:48Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-03T11:19:48Z,SEDENTARY,Fitbit App
2025-09-03T11:20:48Z,LIGHTLY_ACTIVE,Fitbit App
2025-09-03T11:21:48Z,LIGHTLY_ACTIVE,Fitbit App
