timestamp,level,data source
2025-03-25T07:52:00Z,SEDENTARY,Fitbit App
2025-03-25T07:53:00Z,SEDENTARY,Fitbit App
2025-03-25T07:54:00Z,SEDENTARY,Fitbit App
2025-03-25T07:56:00Z,SEDENTARY,Fitbit App
2025-03-25T07:57:00Z,SEDENTARY,Fitbit App
2025-03-25T07:58:00Z,SEDENTARY,Fitbit App
2025-03-25T07:59:00Z,SEDENTARY,Fitbit App
2025-03-25T08:00:00Z,SEDENTARY,Fitbit App
2025-03-25T08:01:00Z,SEDENTARY,Fitbit App
2025-03-25T08:02:00Z,SEDENTARY,Fitbit App
2025-03-25T08:03:00Z,SEDENTARY,Fitbit App
2025-03-25T08:04:00Z,SEDENTARY,Fitbit App
2025-03-25T08:05:00Z,SEDENTARY,Fitbit App
2025-03-25T08:06:00Z,SEDENTARY,Fitbit App
2025-03-25T08:07:00Z,SEDENTARY,Fitbit App
2025-03-25T08:08:00Z,SEDENTARY,Fitbit App
2025-03-25T08:09:00Z,SEDENTARY,Fitbit App
2025-03-25T08:10:00Z,SEDENTARY,Fitbit App
2025-03-25T08:11:00Z,SEDENTARY,Fitbit App
2025-03-25T08:12:00Z,SEDENTARY,Fitbit App
2025-03-25T08:13:00Z,SEDENTARY,Fitbit App
2025-03-25T08:14:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-03-25T08:15:00Z,VERY_ACTIVE,Fitbit App
2025-03-25T08:16:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-03-25T08:17:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-03-25T08:18:00Z,SEDENTARY,Fitbit App
2025-03-25T08:19:00Z,SEDENTARY,Fitbit App
2025-03-25T08:20:00Z,SEDENTARY,Fitbit App
2025-03-25T08:21:00Z,SEDENTARY,Fitbit App
2025-03-25T08:22:00Z,SEDENTARY,Fitbit App
2025-03-25T08:23:00Z,SEDENTARY,Fitbit App
2025-03-25T08:24:00Z,SEDENTARY,Fitbit App
2025-03-25T08:25:00Z,SEDENTARY,Fitbit App
2025-03-25T08:26:00Z,SEDENTARY,Fitbit App
2025-03-25T08:27:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-03-25T08:28:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-03-25T08:29:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-03-25T08:30:00Z,SEDENTARY,Fitbit App
2025-03-25T08:31:00Z,SEDENTARY,Fitbit App
2025-03-25T08:32:00Z,SEDENTARY,Fitbit App
2025-03-25T08:33:00Z,SEDENTARY,Fitbit App
2025-03-25T08:34:00Z,SEDENTARY,Fitbit App
2025-03-25T08:35:00Z,SEDENTARY,Fitbit App
2025-03-25T08:36:00Z,SEDENTARY,Fitbit App
2025-03-25T08:37:00Z,SEDENTARY,Fitbit App
2025-03-25T08:38:00Z,SEDENTARY,Fitbit App
2025-03-25T08:39:00Z,SEDENTARY,Fitbit App
2025-03-25T08:40:00Z,SEDENTARY,Fitbit App
2025-03-25T08:41:00Z,SEDENTARY,Fitbit App
2025-03-25T08:42:00Z,SEDENTARY,Fitbit App
2025-03-25T08:43:00Z,SEDENTARY,Fitbit App
2025-03-25T08:44:00Z,SEDENTARY,Fitbit App
2025-03-25T08:45:00Z,SEDENTARY,Fitbit App
2025-03-25T08:46:00Z,SEDENTARY,Fitbit App
2025-03-25T08:47:00Z,SEDENTARY,Fitbit App
2025-03-25T08:48:00Z,SEDENTARY,Fitbit App
2025-03-25T08:49:00Z,SEDENTARY,Fitbit App
2025-03-25T08:50:00Z,SEDENTARY,Fitbit App
2025-03-25T08:51:00Z,SEDENTARY,Fitbit App
2025-03-25T08:52:00Z,SEDENTARY,Fitbit App
2025-03-25T08:53:00Z,SEDENTARY,Fitbit App
2025-03-25T08:54:00Z,SEDENTARY,Fitbit App
2025-03-25T08:55:00Z,SEDENTARY,Fitbit App
2025-03-25T08:56:00Z,SEDENTARY,Fitbit App
2025-03-25T08:57:00Z,SEDENTARY,Fitbit App
2025-03-25T08:58:00Z,SEDENTARY,Fitbit App
2025-03-25T08:59:00Z,SEDENTARY,Fitbit App
2025-03-25T09:00:00Z,SEDENTARY,Fitbit App
2025-03-25T09:01:00Z,SEDENTARY,Fitbit App
2025-03-25T09:03:00Z,SEDENTARY,Fitbit App
2025-03-25T09:04:00Z,SEDENTARY,Fitbit App
2025-03-25T09:05:00Z,SEDENTARY,Fitbit App
2025-03-25T09:06:00Z,SEDENTARY,Fitbit App
2025-03-25T09:07:00Z,SEDENTARY,Fitbit App
2025-03-25T09:08:00Z,SEDENTARY,Fitbit App
2025-03-25T09:09:00Z,SEDENTARY,Fitbit App
2025-03-25T09:10:00Z,SEDENTARY,Fitbit App
2025-03-25T09:11:00Z,SEDENTARY,Fitbit App
2025-03-25T09:12:00Z,SEDENTARY,Fitbit App
2025-03-25T09:13:00Z,SEDENTARY,Fitbit App
2025-03-25T09:14:00Z,SEDENTARY,Fitbit App
2025-03-25T09:15:00Z,SEDENTARY,Fitbit App
2025-03-25T09:16:00Z,SEDENTARY,Fitbit App
2025-03-25T09:17:00Z,SEDENTARY,Fitbit App
2025-03-25T09:18:00Z,SEDENTARY,Fitbit App
2025-03-25T09:19:00Z,SEDENTARY,Fitbit App
2025-03-25T09:20:00Z,SEDENTARY,Fitbit App
2025-03-25T09:22:00Z,SEDENTARY,Fitbit App
2025-03-25T09:23:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-03-25T09:24:00Z,SEDENTARY,Fitbit App
2025-03-25T09:26:00Z,SEDENTARY,Fitbit App
2025-03-25T09:27:00Z,SEDENTARY,Fitbit App
2025-03-25T09:28:00Z,SEDENTARY,Fitbit App
2025-03-25T09:29:00Z,SEDENTARY,Fitbit App
2025-03-25T09:30:00Z,SEDENTARY,Fitbit App
2025-03-25T09:31:00Z,SEDENTARY,Fitbit App
2025-03-25T09:32:00Z,SEDENTARY,Fitbit App
2025-03-25T09:33:00Z,SEDENTARY,Fitbit App
2025-03-25T09:34:00Z,SEDENTARY,Fitbit App
2025-03-25T09:35:00Z,SEDENTARY,Fitbit App
2025-03-25T09:41:00Z,SEDENTARY,Fitbit App
2025-03-25T09:42:00Z,SEDENTARY,Fitbit App
2025-03-25T09:43:00Z,SEDENTARY,Fitbit App
2025-03-25T09:44:00Z,SEDENTARY,Fitbit App
2025-03-25T09:46:00Z,SEDENTARY,Fitbit App
2025-03-25T09:47:00Z,SEDENTARY,Fitbit App
2025-03-25T09:48:00Z,SEDENTARY,Fitbit App
2025-03-25T09:49:00Z,SEDENTARY,Fitbit App
2025-03-25T09:50:00Z,SEDENTARY,Fitbit App
2025-03-25T09:51:00Z,SEDENTARY,Fitbit App
2025-03-25T09:52:00Z,SEDENTARY,Fitbit App
2025-03-25T09:53:00Z,SEDENTARY,Fitbit App
2025-03-25T09:54:00Z,SEDENTARY,Fitbit App
2025-03-25T09:55:00Z,SEDENTARY,Fitbit App
2025-03-25T09:56:00Z,SEDENTARY,Fitbit App
