timestamp,workout,background,total,data source
2025-08-01T07:50:00Z,0.0,0.0,0.0,Fitbit App
2025-08-01T07:52:00Z,0.0,0.0,0.0,Fitbit App
2025-08-01T07:53:00Z,0.0,0.24844343168803132,0.24844343168803132,Fitbit App
2025-08-01T07:54:00Z,0.0,0.9870092732061719,0.9870092732061719,Fitbit App
2025-08-01T07:55:00Z,0.0,1.07218394425619,1.07218394425619,Fitbit App
2025-08-01T07:56:00Z,0.0,1.010696137609507,1.010696137609507,Fitbit App
2025-08-01T07:57:00Z,0.0,0.32197719193030666,0.32197719193030666,Fitbit App
2025-08-01T07:58:00Z,0.0,0.0,0.0,Fitbit App
2025-08-01T07:59:00Z,0.0,0.30162975867208014,0.30162975867208014,Fitbit App
2025-08-01T08:00:00Z,0.0,0.28886203303135166,0.28886203303135166,Fitbit App
2025-08-01T08:26:00Z,0.0,0.0,0.0,Fitbit App
2025-08-01T08:27:00Z,0.0,0.0,0.0,Fitbit App
2025-08-01T08:49:00Z,0.0,0.0,0.0,Fitbit App
2025-08-01T08:50:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T09:44:00Z,0.0,0.23447104040075845,0.23447104040075845,Fitbit App
2025-08-03T09:48:00Z,0.0,0.23760864683214014,0.23760864683214014,Fitbit App
2025-08-03T10:15:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T10:17:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T10:46:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T11:15:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T11:16:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T11:24:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T11:25:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T11:26:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T11:27:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T11:28:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T11:29:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T11:30:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T11:39:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T12:07:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T12:08:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T12:09:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T12:10:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T12:13:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T12:14:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T12:15:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T12:20:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T12:21:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T12:23:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T12:24:00Z,0.0,0.0,0.0,Fitbit App
2025-08-03T13:08:00Z,0.0,0.0,0.0,Fitbit App
