timestamp,light,moderate,very,data source
2025-07-17T09:04:00Z,1,0,0,Fitbit App
2025-07-17T09:19:00Z,1,0,0,Fitbit App
2025-07-17T09:21:00Z,1,0,0,Fitbit App
2025-07-17T09:23:00Z,1,0,0,Fitbit App
2025-07-17T09:26:00Z,1,0,0,Fitbit App
2025-07-17T09:27:00Z,1,0,0,Fitbit App
2025-07-17T09:30:00Z,1,0,0,Fitbit App
2025-07-17T11:04:45Z,1,0,0,Fitbit App
2025-07-17T11:05:45Z,0,1,0,Fitbit App
2025-07-17T11:06:45Z,0,0,1,Fitbit App
2025-07-17T11:07:45Z,1,0,0,Fitbit App
2025-07-17T11:08:45Z,0,1,0,Fitbit App
2025-07-17T11:09:45Z,0,0,1,Fitbit App
2025-07-17T11:10:45Z,0,0,1,Fitbit App
2025-07-17T11:11:45Z,0,0,1,Fitbit App
2025-07-17T11:12:45Z,0,1,0,Fitbit App
2025-07-17T11:13:45Z,0,1,0,Fitbit App
2025-07-17T11:14:45Z,0,1,0,Fitbit App
2025-07-17T11:15:45Z,0,1,0,Fitbit App
2025-07-17T11:16:45Z,0,0,1,Fitbit App
2025-07-17T11:17:45Z,0,0,1,Fitbit App
2025-07-17T11:18:45Z,0,0,1,Fitbit App
2025-07-17T11:19:45Z,0,0,1,Fitbit App
2025-07-17T11:20:45Z,0,1,0,Fitbit App
2025-07-17T11:21:45Z,0,1,0,Fitbit App
2025-07-17T11:22:45Z,0,0,1,Fitbit App
2025-07-17T11:23:45Z,0,0,1,Fitbit App
2025-07-17T11:24:45Z,0,1,0,Fitbit App
2025-07-17T11:25:45Z,1,0,0,Fitbit App
2025-07-17T11:26:45Z,1,0,0,Fitbit App
2025-07-17T11:31:45Z,1,0,0,Fitbit App
2025-07-17T11:32:45Z,1,0,0,Fitbit App
2025-07-17T11:33:45Z,1,0,0,Fitbit App
2025-07-17T11:34:45Z,1,0,0,Fitbit App
2025-07-17T13:17:00Z,1,0,0,Fitbit App
2025-07-17T13:18:00Z,1,0,0,Fitbit App
2025-07-17T13:19:00Z,1,0,0,Fitbit App
2025-07-17T13:20:00Z,1,0,0,Fitbit App
2025-07-17T13:21:00Z,1,0,0,Fitbit App
2025-07-17T13:22:00Z,1,0,0,Fitbit App
2025-07-17T13:23:00Z,1,0,0,Fitbit App
2025-07-17T13:24:00Z,1,0,0,Fitbit App
2025-07-17T13:25:00Z,1,0,0,Fitbit App
2025-07-17T13:28:00Z,1,0,0,Fitbit App
2025-07-17T13:29:00Z,1,0,0,Fitbit App
2025-07-17T13:30:00Z,1,0,0,Fitbit App
2025-07-17T13:31:00Z,1,0,0,Fitbit App
2025-07-17T13:32:00Z,1,0,0,Fitbit App
2025-07-17T13:33:00Z,1,0,0,Fitbit App
2025-07-17T13:34:00Z,1,0,0,Fitbit App
2025-07-17T13:35:00Z,1,0,0,Fitbit App
2025-07-17T13:40:00Z,1,0,0,Fitbit App
2025-07-17T13:41:00Z,1,0,0,Fitbit App
2025-07-17T13:42:00Z,1,0,0,Fitbit App
2025-07-17T13:43:00Z,1,0,0,Fitbit App
