timestamp,light,moderate,very,data source
2025-04-01T04:19:00Z,1,0,0,Fitbit App
2025-04-01T04:20:00Z,1,0,0,Fitbit App
2025-04-01T04:21:00Z,1,0,0,Fitbit App
2025-04-01T04:22:00Z,1,0,0,Fitbit App
2025-04-01T04:23:00Z,1,0,0,Fitbit App
2025-04-01T04:24:00Z,1,0,0,Fitbit App
2025-04-01T04:25:00Z,1,0,0,Fitbit App
2025-04-01T04:26:00Z,1,0,0,Fitbit App
2025-04-01T04:27:00Z,1,0,0,Fitbit App
2025-04-01T04:28:00Z,1,0,0,Fitbit App
2025-04-01T04:29:00Z,1,0,0,Fitbit App
2025-04-01T04:30:00Z,1,0,0,Fitbit App
2025-04-01T04:54:00Z,1,0,0,Fitbit App
2025-04-01T05:02:00Z,1,0,0,Fitbit App
2025-04-01T05:07:00Z,1,0,0,Fitbit App
2025-04-01T05:08:00Z,1,0,0,Fitbit App
2025-04-01T05:09:00Z,1,0,0,Fitbit App
2025-04-01T05:10:00Z,1,0,0,Fitbit App
2025-04-01T05:11:00Z,1,0,0,Fitbit App
2025-04-01T05:12:00Z,1,0,0,Fitbit App
2025-04-01T05:15:00Z,1,0,0,Fitbit App
2025-04-01T05:25:00Z,1,0,0,Fitbit App
2025-04-01T05:26:00Z,1,0,0,Fitbit App
2025-04-01T05:27:00Z,1,0,0,Fitbit App
2025-04-01T05:28:00Z,1,0,0,Fitbit App
2025-04-01T06:08:00Z,1,0,0,Fitbit App
2025-04-01T06:31:00Z,1,0,0,Fitbit App
2025-04-01T07:08:00Z,1,0,0,Fitbit App
2025-04-01T07:22:00Z,1,0,0,Fitbit App
2025-04-01T07:44:00Z,1,0,0,Fitbit App
2025-04-01T07:45:00Z,1,0,0,Fitbit App
2025-04-01T07:52:00Z,1,0,0,Fitbit App
2025-04-01T07:53:00Z,1,0,0,Fitbit App
2025-04-01T08:38:00Z,1,0,0,Fitbit App
2025-04-01T09:54:00Z,1,0,0,Fitbit App
2025-04-01T11:06:00Z,1,0,0,Fitbit App
2025-04-01T11:07:00Z,1,0,0,Fitbit App
