timestamp,heart rate zone,total minutes,data source
2025-08-07T16:47:00Z,FAT_BURN,1,Sense
2025-08-07T16:48:00Z,FAT_BURN,1,Sense
2025-08-07T16:49:00Z,FAT_BURN,1,Sense
2025-08-07T16:50:00Z,FAT_BURN,1,Sense
2025-08-08T07:16:00Z,FAT_BURN,1,Sense
2025-08-08T07:18:00Z,FAT_BURN,1,Sense
2025-08-08T07:19:00Z,FAT_BURN,1,Sense
2025-08-08T07:20:00Z,FAT_BURN,1,Sense
2025-08-08T07:53:00Z,FAT_BURN,1,Sense
2025-08-08T07:54:00Z,FAT_BURN,1,Sense
2025-08-08T07:55:00Z,FAT_BURN,1,Sense
2025-08-08T07:57:00Z,FAT_BURN,1,Sense
2025-08-08T07:58:00Z,FAT_BURN,1,Sense
2025-08-08T07:59:00Z,FAT_BURN,1,Sense
2025-08-08T08:00:00Z,FAT_BURN,1,Sense
2025-08-08T08:01:00Z,FAT_BURN,1,Sense
2025-08-08T16:46:00Z,FAT_BURN,1,Sense
2025-08-08T16:47:00Z,FAT_BURN,1,Sense
2025-08-08T16:48:00Z,FAT_BURN,1,Sense
2025-08-08T16:49:00Z,FAT_BURN,1,Sense
2025-08-08T17:06:00Z,FAT_BURN,1,Sense
2025-08-08T17:07:00Z,FAT_BURN,1,Sense
2025-08-08T21:52:00Z,FAT_BURN,1,Sense
2025-08-08T22:45:00Z,FAT_BURN,1,Sense
2025-08-08T22:46:00Z,FAT_BURN,1,Sense
2025-08-08T22:59:00Z,FAT_BURN,1,Sense
2025-08-08T23:00:00Z,FAT_BURN,1,Sense
2025-08-11T17:04:00Z,FAT_BURN,1,Sense
2025-08-11T17:06:00Z,FAT_BURN,1,Sense
2025-08-11T17:07:00Z,FAT_BURN,1,Sense
2025-08-11T17:15:00Z,FAT_BURN,1,Sense
2025-08-14T16:07:00Z,FAT_BURN,1,Sense
2025-08-14T16:12:00Z,FAT_BURN,1,Sense
2025-08-14T16:13:00Z,FAT_BURN,1,Sense
2025-08-14T16:14:00Z,FAT_BURN,1,Sense
2025-08-14T16:15:00Z,FAT_BURN,1,Sense
2025-08-14T16:16:00Z,FAT_BURN,1,Sense
2025-08-14T16:18:00Z,FAT_BURN,1,Sense
2025-08-14T16:19:00Z,FAT_BURN,1,Sense
2025-08-14T16:20:00Z,FAT_BURN,1,Sense
2025-08-14T16:36:00Z,FAT_BURN,1,Sense
2025-08-14T16:37:00Z,FAT_BURN,1,Sense
2025-08-14T16:38:00Z,FAT_BURN,1,Sense
2025-08-14T16:39:00Z,FAT_BURN,1,Sense
2025-08-14T16:49:00Z,FAT_BURN,1,Sense
2025-08-14T17:33:00Z,FAT_BURN,1,Sense
2025-08-15T09:13:00Z,FAT_BURN,1,Sense
2025-08-15T09:14:00Z,FAT_BURN,1,Sense
2025-08-15T09:15:00Z,FAT_BURN,1,Sense
2025-08-15T09:16:00Z,FAT_BURN,1,Sense
2025-08-15T09:17:00Z,FAT_BURN,1,Sense
2025-08-15T09:18:00Z,FAT_BURN,1,Sense
2025-08-15T09:19:00Z,FAT_BURN,1,Sense
2025-08-15T09:20:00Z,FAT_BURN,1,Sense
2025-08-15T09:21:00Z,FAT_BURN,1,Sense
2025-08-15T09:22:00Z,FAT_BURN,1,Sense
2025-08-15T09:23:00Z,FAT_BURN,1,Sense
2025-08-15T09:24:00Z,FAT_BURN,1,Sense
2025-08-15T09:25:00Z,FAT_BURN,1,Sense
2025-08-15T09:26:00Z,FAT_BURN,1,Sense
2025-08-15T09:27:00Z,FAT_BURN,1,Sense
2025-08-15T09:28:00Z,FAT_BURN,1,Sense
2025-08-15T09:29:00Z,FAT_BURN,1,Sense
2025-08-15T09:30:00Z,FAT_BURN,1,Sense
2025-08-15T09:31:00Z,FAT_BURN,1,Sense
2025-08-15T09:32:00Z,FAT_BURN,1,Sense
2025-08-15T09:33:00Z,FAT_BURN,1,Sense
2025-08-15T09:34:00Z,FAT_BURN,1,Sense
2025-08-15T09:35:00Z,FAT_BURN,1,Sense
2025-08-15T09:36:00Z,FAT_BURN,1,Sense
2025-08-15T09:37:00Z,FAT_BURN,1,Sense
2025-08-15T09:38:00Z,FAT_BURN,1,Sense
2025-08-15T09:39:00Z,FAT_BURN,1,Sense
2025-08-15T09:40:00Z,FAT_BURN,1,Sense
2025-08-15T09:41:00Z,FAT_BURN,1,Sense
2025-08-15T09:42:00Z,FAT_BURN,1,Sense
2025-08-15T09:43:00Z,FAT_BURN,1,Sense
2025-08-15T09:44:00Z,FAT_BURN,1,Sense
2025-08-15T09:45:00Z,FAT_BURN,1,Sense
2025-08-15T09:46:00Z,FAT_BURN,1,Sense
2025-08-15T09:47:00Z,FAT_BURN,1,Sense
2025-08-15T09:48:00Z,FAT_BURN,1,Sense
2025-08-15T09:49:00Z,FAT_BURN,1,Sense
2025-08-15T09:50:00Z,FAT_BURN,1,Sense
2025-08-15T09:51:00Z,FAT_BURN,1,Sense
2025-08-15T09:52:00Z,FAT_BURN,1,Sense
2025-08-15T09:53:00Z,FAT_BURN,1,Sense
2025-08-15T09:54:00Z,FAT_BURN,1,Sense
2025-08-15T09:55:00Z,FAT_BURN,1,Sense
2025-08-15T09:56:00Z,FAT_BURN,1,Sense
2025-08-15T09:57:00Z,FAT_BURN,1,Sense
2025-08-15T09:58:00Z,FAT_BURN,1,Sense
2025-08-15T09:59:00Z,FAT_BURN,1,Sense
2025-08-15T10:00:00Z,FAT_BURN,1,Sense
2025-08-15T10:01:00Z,FAT_BURN,1,Sense
2025-08-15T10:02:00Z,FAT_BURN,1,Sense
2025-08-15T10:03:00Z,FAT_BURN,1,Sense
2025-08-15T10:04:00Z,FAT_BURN,1,Sense
2025-08-15T20:44:00Z,FAT_BURN,1,Sense
2025-08-16T21:21:00Z,FAT_BURN,1,Sense
2025-08-17T11:19:00Z,FAT_BURN,1,Sense
2025-08-17T11:20:00Z,FAT_BURN,1,Sense
2025-08-17T13:51:00Z,CARDIO,2,Sense
2025-08-17T13:52:00Z,FAT_BURN,1,Sense
2025-08-17T15:15:00Z,FAT_BURN,1,Sense
2025-08-20T16:47:00Z,FAT_BURN,1,Sense
2025-08-20T16:48:00Z,FAT_BURN,1,Sense
