timestamp,heart rate zone,total minutes,data source
2025-08-01T07:55:00Z,FAT_BURN,1,Sense 2
2025-08-01T07:56:00Z,FAT_BURN,1,Sense 2
2025-08-01T07:57:00Z,FAT_BURN,1,Sense 2
2025-08-04T08:26:00Z,FAT_BURN,1,Sense
2025-08-04T08:27:00Z,FAT_BURN,1,Sense
2025-08-04T08:28:00Z,FAT_BURN,1,Sense
2025-08-04T08:29:00Z,FAT_BURN,1,Sense
2025-08-04T08:30:00Z,CARDIO,2,Sense
2025-08-04T08:31:00Z,FAT_BURN,1,Sense
2025-08-06T14:11:00Z,FAT_BURN,1,Sense
2025-08-06T14:12:00Z,FAT_BURN,1,Sense
2025-08-06T14:13:00Z,FAT_BURN,1,Sense
2025-08-06T14:14:00Z,FAT_BURN,1,Sense
2025-08-06T14:15:00Z,FAT_BURN,1,Sense
2025-08-06T14:16:00Z,FAT_BURN,1,Sense
2025-08-06T14:17:00Z,FAT_BURN,1,Sense
2025-08-06T14:18:00Z,FAT_BURN,1,Sense
2025-08-06T14:19:00Z,FAT_BURN,1,Sense
2025-08-06T14:20:00Z,FAT_BURN,1,Sense
2025-08-06T14:21:00Z,FAT_BURN,1,Sense
2025-08-06T14:22:00Z,FAT_BURN,1,Sense
2025-08-06T14:23:00Z,FAT_BURN,1,Sense
2025-08-06T14:27:00Z,FAT_BURN,1,Sense
2025-08-06T14:28:00Z,FAT_BURN,1,Sense
2025-08-06T14:29:00Z,FAT_BURN,1,Sense
2025-08-06T14:32:00Z,FAT_BURN,1,Sense
2025-08-06T14:33:00Z,FAT_BURN,1,Sense
2025-08-07T08:45:00Z,FAT_BURN,1,Sense
2025-08-07T14:45:00Z,FAT_BURN,1,Sense
2025-08-07T16:05:00Z,FAT_BURN,1,Sense
2025-08-07T16:06:00Z,FAT_BURN,1,Sense
2025-08-07T16:07:00Z,FAT_BURN,1,Sense
2025-08-07T16:08:00Z,FAT_BURN,1,Sense
2025-08-07T16:09:00Z,FAT_BURN,1,Sense
2025-08-07T16:10:00Z,FAT_BURN,1,Sense
2025-08-07T16:11:00Z,FAT_BURN,1,Sense
2025-08-07T16:12:00Z,FAT_BURN,1,Sense
2025-08-07T16:13:00Z,FAT_BURN,1,Sense
2025-08-07T16:14:00Z,FAT_BURN,1,Sense
2025-08-07T16:15:00Z,FAT_BURN,1,Sense
2025-08-07T16:16:00Z,FAT_BURN,1,Sense
2025-08-07T16:17:00Z,FAT_BURN,1,Sense
2025-08-07T16:18:00Z,FAT_BURN,1,Sense
2025-08-07T16:19:00Z,FAT_BURN,1,Sense
2025-08-07T16:20:00Z,FAT_BURN,1,Sense
2025-08-07T16:21:00Z,FAT_BURN,1,Sense
2025-08-07T16:22:00Z,FAT_BURN,1,Sense
2025-08-07T16:23:00Z,FAT_BURN,1,Sense
2025-08-07T16:24:00Z,FAT_BURN,1,Sense
2025-08-07T16:25:00Z,FAT_BURN,1,Sense
2025-08-07T16:26:00Z,FAT_BURN,1,Sense
2025-08-07T16:27:00Z,FAT_BURN,1,Sense
2025-08-07T16:28:00Z,FAT_BURN,1,Sense
2025-08-07T16:29:00Z,FAT_BURN,1,Sense
2025-08-07T16:30:00Z,FAT_BURN,1,Sense
2025-08-07T16:31:00Z,FAT_BURN,1,Sense
2025-08-07T16:32:00Z,FAT_BURN,1,Sense
2025-08-07T16:33:00Z,FAT_BURN,1,Sense
2025-08-07T16:34:00Z,FAT_BURN,1,Sense
2025-08-07T16:35:00Z,FAT_BURN,1,Sense
2025-08-07T16:36:00Z,FAT_BURN,1,Sense
2025-08-07T16:37:00Z,FAT_BURN,1,Sense
2025-08-07T16:38:00Z,FAT_BURN,1,Sense
2025-08-07T16:39:00Z,FAT_BURN,1,Sense
2025-08-07T16:40:00Z,FAT_BURN,1,Sense
2025-08-07T16:41:00Z,FAT_BURN,1,Sense
2025-08-07T16:42:00Z,FAT_BURN,1,Sense
2025-08-07T16:43:00Z,FAT_BURN,1,Sense
2025-08-07T16:44:00Z,FAT_BURN,1,Sense
2025-08-07T16:45:00Z,FAT_BURN,1,Sense
2025-08-07T16:46:00Z,FAT_BURN,1,Sense
