timestamp,heart rate zone,total minutes,data source
2025-03-26T07:57:00Z,FAT_BURN,1,Sense
2025-03-26T12:15:00Z,FAT_BURN,1,Sense
2025-03-27T09:51:00Z,FAT_BURN,1,Sense
2025-03-27T09:52:00Z,FAT_BURN,1,Sense
2025-03-27T09:53:00Z,FAT_BURN,1,Sense
2025-03-27T09:54:00Z,FAT_BURN,1,Sense
2025-03-28T11:52:00Z,FAT_BURN,1,Sense
2025-03-28T11:53:00Z,FAT_BURN,1,Sense
2025-03-28T11:54:00Z,FAT_BURN,1,Sense
2025-03-28T11:55:00Z,FAT_BURN,1,Sense
2025-03-28T11:56:00Z,FAT_BURN,1,Sense
2025-03-28T11:57:00Z,FAT_BURN,1,Sense
2025-03-28T11:58:00Z,FAT_BURN,1,Sense
2025-03-28T11:59:00Z,FAT_BURN,1,Sense
2025-03-28T12:00:00Z,FAT_BURN,1,Sense
2025-03-28T12:01:00Z,FAT_BURN,1,Sense
2025-03-28T12:02:00Z,FAT_BURN,1,Sense
2025-03-28T12:04:00Z,FAT_BURN,1,Sense
2025-03-28T12:06:00Z,FAT_BURN,1,Sense
2025-03-28T12:17:00Z,FAT_BURN,1,Sense
2025-03-28T12:18:00Z,FAT_BURN,1,Sense
2025-03-28T12:19:00Z,FAT_BURN,1,Sense
2025-03-28T12:36:00Z,FAT_BURN,1,Sense
2025-03-28T12:39:00Z,FAT_BURN,1,Sense
2025-03-28T12:40:00Z,FAT_BURN,1,Sense
2025-03-28T12:41:00Z,FAT_BURN,1,Sense
2025-03-28T12:42:00Z,FAT_BURN,1,Sense
2025-03-28T12:43:00Z,FAT_BURN,1,Sense
2025-03-28T12:44:00Z,FAT_BURN,1,Sense
2025-03-28T12:45:00Z,FAT_BURN,1,Sense
2025-03-28T12:46:00Z,FAT_BURN,1,Sense
2025-03-28T12:47:00Z,FAT_BURN,1,Sense
2025-03-28T12:48:00Z,FAT_BURN,1,Sense
2025-03-28T12:49:00Z,FAT_BURN,1,Sense
2025-03-28T12:50:00Z,FAT_BURN,1,Sense
2025-03-28T12:51:00Z,FAT_BURN,1,Sense
2025-03-28T12:52:00Z,FAT_BURN,1,Sense
2025-03-28T12:53:00Z,FAT_BURN,1,Sense
2025-03-28T12:54:00Z,FAT_BURN,1,Sense
2025-03-28T12:55:00Z,FAT_BURN,1,Sense
2025-03-28T14:47:00Z,FAT_BURN,1,Sense
