timestamp,heart rate zone,total minutes,data source
2025-03-28T14:48:00Z,FAT_BURN,1,Sense
2025-03-28T14:49:00Z,FAT_BURN,1,Sense
2025-03-28T14:50:00Z,FAT_BURN,1,Sense
2025-03-28T15:26:00Z,FAT_BURN,1,Sense
2025-03-28T15:35:00Z,FAT_BURN,1,Sense
2025-03-28T15:36:00Z,FAT_BURN,1,Sense
2025-03-28T15:37:00Z,FAT_BURN,1,Sense
2025-03-29T12:13:00Z,FAT_BURN,1,Sense
2025-03-29T12:14:00Z,CARDIO,2,Sense
2025-03-29T12:15:00Z,CARDIO,2,Sense
2025-03-29T12:16:00Z,CARDIO,2,Sense
2025-03-29T12:17:00Z,CARDIO,2,Sense
2025-03-29T12:18:00Z,CARDIO,2,Sense
2025-03-29T12:19:00Z,CARDIO,2,Sense
2025-03-29T12:20:00Z,CARDIO,2,Sense
2025-03-29T12:21:00Z,CARDIO,2,Sense
2025-03-29T12:22:00Z,CARDIO,2,Sense
2025-03-29T12:27:00Z,FAT_BURN,1,Sense
2025-03-29T12:28:00Z,FAT_BURN,1,Sense
2025-03-29T12:29:00Z,CARDIO,2,Sense
2025-03-29T12:30:00Z,FAT_BURN,1,Sense
2025-03-29T12:31:00Z,CARDIO,2,Sense
2025-03-29T12:32:00Z,CARDIO,2,Sense
2025-03-29T12:33:00Z,FAT_BURN,1,Sense
2025-03-29T12:34:00Z,CARDIO,2,Sense
2025-03-29T12:35:00Z,CARDIO,2,Sense
2025-03-29T12:36:00Z,CARDIO,2,Sense
2025-03-29T12:37:00Z,FAT_BURN,1,Sense
2025-03-29T12:38:00Z,FAT_BURN,1,Sense
2025-03-29T12:39:00Z,FAT_BURN,1,Sense
2025-03-29T12:40:00Z,FAT_BURN,1,Sense
2025-03-29T12:41:00Z,FAT_BURN,1,Sense
2025-03-29T12:42:00Z,FAT_BURN,1,Sense
2025-03-29T12:43:00Z,FAT_BURN,1,Sense
2025-03-29T12:44:00Z,FAT_BURN,1,Sense
2025-03-29T12:45:00Z,FAT_BURN,1,Sense
2025-03-29T12:46:00Z,FAT_BURN,1,Sense
2025-03-29T12:47:00Z,FAT_BURN,1,Sense
2025-03-29T12:48:00Z,FAT_BURN,1,Sense
2025-03-29T12:49:00Z,FAT_BURN,1,Sense
2025-03-29T12:50:00Z,FAT_BURN,1,Sense
2025-03-29T12:51:00Z,FAT_BURN,1,Sense
2025-03-29T12:52:00Z,FAT_BURN,1,Sense
2025-03-29T12:53:00Z,FAT_BURN,1,Sense
2025-03-29T12:54:00Z,FAT_BURN,1,Sense
2025-03-29T13:16:00Z,FAT_BURN,1,Sense
2025-03-29T13:18:00Z,FAT_BURN,1,Sense
2025-03-29T13:19:00Z,FAT_BURN,1,Sense
2025-03-29T13:20:00Z,FAT_BURN,1,Sense
2025-03-29T13:21:00Z,FAT_BURN,1,Sense
2025-03-29T13:22:00Z,FAT_BURN,1,Sense
2025-03-29T13:25:00Z,CARDIO,2,Sense
2025-03-29T13:26:00Z,FAT_BURN,1,Sense
2025-03-29T13:27:00Z,FAT_BURN,1,Sense
2025-03-30T07:44:00Z,FAT_BURN,1,Sense
2025-03-30T07:45:00Z,FAT_BURN,1,Sense
2025-03-30T07:46:00Z,FAT_BURN,1,Sense
2025-03-30T07:47:00Z,CARDIO,2,Sense
2025-03-30T07:48:00Z,CARDIO,2,Sense
2025-03-30T09:30:00Z,FAT_BURN,1,Sense
2025-03-30T09:31:00Z,FAT_BURN,1,Sense
2025-03-30T09:32:00Z,FAT_BURN,1,Sense
2025-03-30T09:33:00Z,FAT_BURN,1,Sense
2025-03-30T09:35:00Z,FAT_BURN,1,Sense
