timestamp,heart rate zone,total minutes,data source
2025-04-02T02:04:00Z,CARDIO,2,Sense
2025-04-02T02:05:00Z,CARDIO,2,Sense
2025-04-02T02:13:00Z,FAT_BURN,1,Sense
2025-04-02T02:18:00Z,FAT_BURN,1,Sense
2025-04-02T02:19:00Z,FAT_BURN,1,Sense
2025-04-02T02:20:00Z,FAT_BURN,1,Sense
2025-04-02T02:21:00Z,FAT_BURN,1,Sense
2025-04-02T02:22:00Z,FAT_BURN,1,Sense
2025-04-02T02:23:00Z,FAT_BURN,1,Sense
2025-04-02T03:38:00Z,CARDIO,2,Sense
2025-04-02T03:39:00Z,FAT_BURN,1,Sense
2025-04-02T03:40:00Z,FAT_BURN,1,Sense
2025-04-02T03:41:00Z,CARDIO,2,Sense
2025-04-02T03:56:00Z,FAT_BURN,1,Sense
2025-04-02T03:57:00Z,FAT_BURN,1,Sense
2025-04-02T06:43:00Z,FAT_BURN,1,Sense
2025-04-02T08:16:00Z,FAT_BURN,1,Sense
2025-04-02T08:17:00Z,FAT_BURN,1,Sense
2025-04-02T08:18:00Z,FAT_BURN,1,Sense
2025-04-02T08:19:00Z,FAT_BURN,1,Sense
2025-04-02T08:25:00Z,FAT_BURN,1,Sense
2025-04-02T08:26:00Z,FAT_BURN,1,Sense
2025-04-03T02:38:00Z,FAT_BURN,1,Sense
2025-04-03T02:43:00Z,FAT_BURN,1,Sense
2025-04-03T02:44:00Z,FAT_BURN,1,Sense
2025-04-03T03:17:00Z,FAT_BURN,1,Sense
2025-04-03T03:18:00Z,FAT_BURN,1,Sense
2025-04-03T04:36:00Z,FAT_BURN,1,Sense
2025-04-03T04:37:00Z,FAT_BURN,1,Sense
2025-04-03T04:38:00Z,FAT_BURN,1,Sense
2025-04-03T04:39:00Z,FAT_BURN,1,Sense
2025-04-03T04:40:00Z,FAT_BURN,1,Sense
2025-04-03T04:41:00Z,FAT_BURN,1,Sense
2025-04-03T04:42:00Z,FAT_BURN,1,Sense
2025-04-03T04:43:00Z,FAT_BURN,1,Sense
2025-04-03T04:44:00Z,FAT_BURN,1,Sense
