timestamp,workout,background,total,data source
2025-07-17T09:05:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T09:06:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T09:15:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T09:16:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T09:20:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T09:21:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T09:22:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T09:23:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T09:24:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T09:26:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T09:27:00Z,0.0,0.22937386169066606,0.22937386169066606,Fitbit App
2025-07-17T09:28:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T09:29:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T09:31:00Z,0.0,0.26260540464065757,0.26260540464065757,Fitbit App
2025-07-17T13:17:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:18:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:19:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:20:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:21:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:22:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:23:00Z,0.0,0.23475256071597017,0.23475256071597017,Fitbit App
2025-07-17T13:24:00Z,0.0,0.2868713296813229,0.2868713296813229,Fitbit App
2025-07-17T13:25:00Z,0.0,0.2888484280184727,0.2888484280184727,Fitbit App
2025-07-17T13:26:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:27:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:29:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:30:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:31:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:32:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:33:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:34:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:35:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:36:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:37:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:38:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:41:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:42:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:43:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:44:00Z,0.0,0.0,0.0,Fitbit App
2025-07-17T13:45:00Z,0.0,0.0,0.0,Fitbit App
