timestamp,beats per minute,data source
2025-08-17T00:00:00Z,97.0,Sense
2025-08-17T00:00:05Z,96.0,Sense
2025-08-17T00:00:15Z,97.0,Sense
2025-08-17T00:00:20Z,99.0,Sense
2025-08-17T00:00:25Z,98.0,Sense
2025-08-17T00:00:30Z,100.0,Sense
2025-08-17T00:00:40Z,98.0,Sense
2025-08-17T00:00:45Z,97.0,Sense
2025-08-17T00:00:55Z,100.0,Sense
2025-08-17T00:01:00Z,101.0,Sense
2025-08-17T00:01:05Z,99.0,Sense
2025-08-17T00:01:10Z,98.0,Sense
2025-08-17T00:01:15Z,97.0,Sense
2025-08-17T00:01:20Z,96.0,Sense
2025-08-17T00:01:35Z,95.0,Sense
2025-08-17T00:01:45Z,108.0,Sense
2025-08-17T00:01:50Z,109.0,Sense
2025-08-17T00:01:55Z,107.0,Sense
2025-08-17T00:02:00Z,108.0,Sense
2025-08-17T00:02:10Z,109.0,Sense
2025-08-17T00:02:15Z,108.0,Sense
2025-08-17T00:02:20Z,106.0,Sense
2025-08-17T00:02:25Z,103.0,Sense
2025-08-17T00:02:30Z,101.0,Sense
2025-08-17T00:02:35Z,104.0,Sense
2025-08-17T00:02:40Z,106.0,Sense
2025-08-17T00:02:50Z,103.0,Sense
2025-08-17T00:03:05Z,97.0,Sense
2025-08-17T00:03:10Z,95.0,Sense
2025-08-17T00:03:25Z,96.0,Sense
2025-08-17T00:03:30Z,96.0,Sense
2025-08-17T00:03:35Z,97.0,Sense
2025-08-17T00:03:45Z,100.0,Sense
2025-08-17T00:04:00Z,99.0,Sense
2025-08-17T00:04:10Z,100.0,Sense
2025-08-17T00:04:15Z,99.0,Sense
2025-08-17T00:04:20Z,100.0,Sense
2025-08-17T00:04:25Z,99.0,Sense
2025-08-17T00:04:30Z,99.0,Sense
2025-08-17T00:04:40Z,98.0,Sense
2025-08-17T00:04:55Z,99.0,Sense
2025-08-17T00:05:00Z,96.0,Sense
2025-08-17T00:05:05Z,88.0,Sense
2025-08-17T00:05:15Z,89.0,Sense
2025-08-17T00:05:25Z,90.0,Sense
2025-08-17T00:05:30Z,91.0,Sense
2025-08-17T00:05:35Z,93.0,Sense
2025-08-17T00:05:40Z,94.0,Sense
2025-08-17T00:05:55Z,93.0,Sense
2025-08-17T00:06:00Z,94.0,Sense
2025-08-17T00:06:10Z,95.0,Sense
2025-08-17T00:06:15Z,94.0,Sense
2025-08-17T00:06:25Z,95.0,Sense
2025-08-17T00:06:35Z,94.0,Sense
2025-08-17T00:06:40Z,95.0,Sense
2025-08-17T00:06:45Z,93.0,Sense
2025-08-17T00:06:50Z,94.0,Sense
2025-08-17T00:06:55Z,96.0,Sense
2025-08-17T00:07:05Z,95.0,Sense
2025-08-17T00:07:10Z,94.0,Sense
2025-08-17T00:07:15Z,93.0,Sense
2025-08-17T00:07:20Z,94.0,Sense
2025-08-17T00:07:30Z,97.0,Sense
2025-08-17T00:07:40Z,108.0,Sense
2025-08-17T00:07:45Z,114.0,Sense
2025-08-17T00:07:55Z,115.0,Sense
2025-08-17T00:08:00Z,114.0,Sense
2025-08-17T00:08:05Z,117.0,Sense
2025-08-17T00:08:10Z,118.0,Sense
2025-08-17T00:08:15Z,128.0,Sense
2025-08-17T00:08:20Z,152.0,Sense
2025-08-17T00:08:25Z,151.0,Sense
2025-08-17T00:08:30Z,150.0,Sense
2025-08-17T00:08:40Z,151.0,Sense
2025-08-17T00:08:45Z,151.0,Sense
2025-08-17T00:08:50Z,150.0,Sense
2025-08-17T00:08:55Z,154.0,Sense
2025-08-17T00:09:00Z,152.0,Sense
2025-08-17T00:09:05Z,150.0,Sense
2025-08-17T00:09:10Z,149.0,Sense
2025-08-17T00:09:15Z,146.0,Sense
2025-08-17T00:09:20Z,142.0,Sense
2025-08-17T00:09:25Z,141.0,Sense
2025-08-17T00:09:30Z,136.0,Sense
2025-08-17T00:09:35Z,134.0,Sense
2025-08-17T00:09:40Z,130.0,Sense
2025-08-17T00:09:45Z,124.0,Sense
2025-08-17T00:09:50Z,124.0,Sense
2025-08-17T00:09:55Z,123.0,Sense
2025-08-17T00:10:05Z,125.0,Sense
2025-08-17T00:10:10Z,127.0,Sense
2025-08-17T00:10:15Z,129.0,Sense
2025-08-17T00:10:20Z,129.0,Sense
2025-08-17T00:10:25Z,123.0,Sense
2025-08-17T00:10:30Z,125.0,Sense
2025-08-17T00:10:35Z,123.0,Sense
2025-08-17T00:10:40Z,119.0,Sense
2025-08-17T00:10:45Z,122.0,Sense
2025-08-17T00:10:50Z,124.0,Sense
2025-08-17T00:10:55Z,126.0,Sense
2025-08-17T00:11:00Z,122.0,Sense
2025-08-17T00:11:05Z,121.0,Sense
2025-08-17T00:11:20Z,126.0,Sense
2025-08-17T00:11:25Z,134.0,Sense
2025-08-17T00:11:30Z,133.0,Sense
2025-08-17T00:11:35Z,123.0,Sense
2025-08-17T00:11:40Z,122.0,Sense
2025-08-17T00:11:50Z,124.0,Sense
2025-08-17T00:12:00Z,122.0,Sense
2025-08-17T00:12:05Z,121.0,Sense
2025-08-17T00:12:10Z,122.0,Sense
2025-08-17T00:12:15Z,123.0,Sense
2025-08-17T00:12:20Z,112.0,Sense
