timestamp,beats per minute,data source
2025-07-29T00:00:02Z,97.0,Sense 2
2025-07-29T00:00:07Z,98.0,Sense 2
2025-07-29T00:00:12Z,99.0,Sense 2
2025-07-29T00:00:17Z,100.0,Sense 2
2025-07-29T00:00:22Z,101.0,Sense 2
2025-07-29T00:00:27Z,104.0,Sense 2
2025-07-29T00:00:32Z,126.0,Sense 2
2025-07-29T00:00:37Z,131.0,Sense 2
2025-07-29T00:00:42Z,128.0,Sense 2
2025-07-29T00:00:47Z,129.0,Sense 2
2025-07-29T00:00:57Z,129.0,Sense 2
2025-07-29T00:01:12Z,128.0,Sense 2
2025-07-29T00:01:17Z,126.0,Sense 2
2025-07-29T00:01:22Z,129.0,Sense 2
2025-07-29T00:01:27Z,125.0,Sense 2
2025-07-29T00:01:32Z,123.0,Sense 2
2025-07-29T00:01:37Z,119.0,Sense 2
2025-07-29T00:01:42Z,118.0,Sense 2
2025-07-29T00:01:47Z,111.0,Sense 2
2025-07-29T00:01:52Z,110.0,Sense 2
2025-07-29T00:01:57Z,108.0,Sense 2
2025-07-29T00:02:07Z,106.0,Sense 2
2025-07-29T00:02:22Z,106.0,Sense 2
2025-07-29T00:02:32Z,102.0,Sense 2
2025-07-29T00:02:37Z,124.0,Sense 2
2025-07-29T00:02:42Z,145.0,Sense 2
2025-07-29T00:02:52Z,144.0,Sense 2
2025-07-29T00:03:02Z,141.0,Sense 2
2025-07-29T00:03:07Z,137.0,Sense 2
2025-07-29T00:03:12Z,134.0,Sense 2
2025-07-29T00:03:17Z,126.0,Sense 2
2025-07-29T00:03:22Z,125.0,Sense 2
2025-07-29T00:03:27Z,127.0,Sense 2
2025-07-29T00:03:32Z,121.0,Sense 2
2025-07-29T00:03:37Z,118.0,Sense 2
2025-07-29T00:03:42Z,120.0,Sense 2
2025-07-29T00:03:47Z,115.0,Sense 2
2025-07-29T00:03:52Z,112.0,Sense 2
2025-07-29T00:03:57Z,110.0,Sense 2
2025-07-29T00:04:12Z,110.0,Sense 2
2025-07-29T00:04:17Z,112.0,Sense 2
2025-07-29T00:04:22Z,114.0,Sense 2
2025-07-29T00:04:32Z,115.0,Sense 2
2025-07-29T00:04:37Z,114.0,Sense 2
2025-07-29T00:04:42Z,109.0,Sense 2
2025-07-29T00:04:47Z,108.0,Sense 2
2025-07-29T00:05:02Z,105.0,Sense 2
2025-07-29T00:05:07Z,112.0,Sense 2
