timestamp,light,moderate,very,data source
2025-08-01T03:31:34Z,1,0,0,Fitbit App
2025-08-01T03:32:34Z,1,0,0,Fitbit App
2025-08-01T03:33:34Z,1,0,0,Fitbit App
2025-08-01T03:34:34Z,1,0,0,Fitbit App
2025-08-01T03:35:34Z,1,0,0,Fitbit App
2025-08-01T03:36:34Z,1,0,0,Fitbit App
2025-08-01T03:43:34Z,1,0,0,Fitbit App
2025-08-01T03:44:34Z,1,0,0,Fitbit App
2025-08-01T03:45:34Z,1,0,0,Fitbit App
2025-08-01T03:49:34Z,1,0,0,Fitbit App
2025-08-01T03:50:34Z,1,0,0,Fitbit App
2025-08-01T03:51:34Z,1,0,0,Fitbit App
2025-08-01T03:52:34Z,1,0,0,Fitbit App
2025-08-01T03:53:34Z,1,0,0,Fitbit App
2025-08-01T07:45:29Z,1,0,0,Fitbit App
2025-08-01T07:46:29Z,0,0,1,Fitbit App
2025-08-01T07:47:29Z,0,1,0,Fitbit App
2025-08-01T07:49:29Z,1,0,0,Fitbit App
2025-08-01T07:50:00Z,1,0,0,Fitbit App
2025-08-01T07:51:00Z,0,0,1,Fitbit App
2025-08-01T07:52:00Z,0,1,0,Fitbit App
2025-08-01T07:53:00Z,0,1,0,Fitbit App
2025-08-01T07:54:00Z,0,0,1,Fitbit App
2025-08-01T07:55:00Z,0,0,1,Fitbit App
2025-08-01T07:56:00Z,0,0,1,Fitbit App
2025-08-01T07:57:00Z,0,0,1,Fitbit App
2025-08-01T07:58:00Z,0,1,0,Fitbit App
2025-08-01T07:59:00Z,1,0,0,Fitbit App
2025-08-01T08:24:00Z,1,0,0,Fitbit App
2025-08-01T08:25:00Z,1,0,0,Fitbit App
2025-08-01T08:46:00Z,1,0,0,Fitbit App
2025-08-01T08:47:00Z,1,0,0,Fitbit App
2025-08-01T08:48:29Z,1,0,0,Fitbit App
2025-08-01T08:49:00Z,1,0,0,Fitbit App
2025-08-01T08:51:29Z,1,0,0,Fitbit App
2025-08-01T08:52:29Z,1,0,0,Fitbit App
2025-08-01T08:53:29Z,1,0,0,Fitbit App
2025-08-01T08:54:29Z,1,0,0,Fitbit App
2025-08-01T08:55:29Z,1,0,0,Fitbit App
2025-08-01T08:56:29Z,1,0,0,Fitbit App
2025-08-01T08:59:29Z,1,0,0,Fitbit App
2025-08-01T09:00:29Z,1,0,0,Fitbit App
2025-08-01T09:01:29Z,1,0,0,Fitbit App
2025-08-01T09:02:29Z,1,0,0,Fitbit App
2025-08-01T11:02:29Z,1,0,0,Fitbit App
2025-08-01T11:03:29Z,0,1,0,Fitbit App
2025-08-01T11:04:29Z,0,0,1,Fitbit App
2025-08-01T11:05:29Z,0,1,0,Fitbit App
2025-08-01T11:06:29Z,0,0,1,Fitbit App
2025-08-01T11:07:29Z,0,0,1,Fitbit App
2025-08-01T11:08:29Z,0,0,1,Fitbit App
2025-08-01T11:09:29Z,0,0,1,Fitbit App
2025-08-01T11:10:29Z,0,1,0,Fitbit App
2025-08-01T11:11:29Z,0,1,0,Fitbit App
2025-08-01T11:12:29Z,0,0,1,Fitbit App
2025-08-01T11:13:29Z,0,1,0,Fitbit App
2025-08-01T11:14:29Z,0,1,0,Fitbit App
2025-08-01T11:15:29Z,0,1,0,Fitbit App
2025-08-01T11:16:29Z,0,0,1,Fitbit App
2025-08-01T11:17:29Z,0,0,1,Fitbit App
2025-08-01T11:18:29Z,1,0,0,Fitbit App
2025-08-01T11:19:29Z,1,0,0,Fitbit App
2025-08-01T11:20:29Z,0,0,1,Fitbit App
2025-08-01T11:21:29Z,0,0,1,Fitbit App
2025-08-01T11:22:29Z,0,1,0,Fitbit App
2025-08-01T11:23:29Z,1,0,0,Fitbit App
2025-08-01T11:24:29Z,0,0,1,Fitbit App
2025-08-01T11:25:29Z,0,1,0,Fitbit App
2025-08-01T11:26:29Z,0,0,1,Fitbit App
2025-08-01T11:27:29Z,1,0,0,Fitbit App
2025-08-01T14:54:29Z,1,0,0,Fitbit App
2025-08-01T14:55:29Z,1,0,0,Fitbit App
2025-08-01T14:56:29Z,1,0,0,Fitbit App
2025-08-01T14:57:29Z,1,0,0,Fitbit App
2025-08-01T14:58:29Z,1,0,0,Fitbit App
2025-08-01T15:11:29Z,1,0,0,Fitbit App
2025-08-01T15:12:29Z,1,0,0,Fitbit App
2025-08-01T15:13:29Z,1,0,0,Fitbit App
2025-08-01T15:14:29Z,1,0,0,Fitbit App
2025-08-02T08:22:29Z,1,0,0,Fitbit App
