timestamp,level,data source
2025-08-01T03:31:34Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T03:32:34Z,MODERATELY_ACTIVE,Fitbit App
2025-08-01T03:33:34Z,VERY_ACTIVE,Fitbit App
2025-08-01T03:34:34Z,MODERATELY_ACTIVE,Fitbit App
2025-08-01T03:35:34Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T03:36:34Z,MODERATELY_ACTIVE,Fitbit App
2025-08-01T03:42:34Z,SEDENTARY,Fitbit App
2025-08-01T03:43:34Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T03:44:34Z,MODERATELY_ACTIVE,Fitbit App
2025-08-01T03:45:34Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T03:49:34Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T03:50:34Z,MODERATELY_ACTIVE,Fitbit App
2025-08-01T03:51:34Z,VERY_ACTIVE,Fitbit App
2025-08-01T03:52:34Z,VERY_ACTIVE,Fitbit App
2025-08-01T03:53:34Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T03:56:00Z,SEDENTARY,Fitbit App
2025-08-01T05:20:00Z,SEDENTARY,Fitbit App
2025-08-01T05:22:00Z,SEDENTARY,Fitbit App
2025-08-01T05:23:00Z,SEDENTARY,Fitbit App
2025-08-01T07:45:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T07:46:29Z,VERY_ACTIVE,Fitbit App
2025-08-01T07:47:29Z,MODERATELY_ACTIVE,Fitbit App
2025-08-01T07:49:29Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T07:50:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T07:51:00Z,VERY_ACTIVE,Fitbit App
2025-08-01T07:52:00Z,MODERATELY_ACTIVE,Fitbit App
2025-08-01T07:53:00Z,MODERATELY_ACTIVE,Fitbit App
2025-08-01T07:54:00Z,VERY_ACTIVE,Fitbit App
2025-08-01T07:55:00Z,VERY_ACTIVE,Fitbit App
2025-08-01T07:56:00Z,VERY_ACTIVE,Fitbit App
2025-08-01T07:57:00Z,VERY_ACTIVE,Fitbit App
2025-08-01T07:58:00Z,MODERATELY_ACTIVE,Fitbit App
