timestamp,beats per minute,data source
2025-08-04T03:27:57Z,82.0,Sense
2025-08-04T03:28:02Z,80.0,Sense
2025-08-04T03:28:12Z,79.0,Sense
2025-08-04T03:28:17Z,82.0,Sense
2025-08-04T03:28:22Z,83.0,Sense
2025-08-04T03:28:27Z,82.0,Sense
2025-08-04T03:28:37Z,81.0,Sense
2025-08-04T03:28:42Z,79.0,Sense
2025-08-04T03:28:47Z,76.0,Sense
2025-08-04T03:28:52Z,75.0,Sense
2025-08-04T03:28:57Z,74.0,Sense
2025-08-04T08:04:09Z,87.0,Sense
2025-08-04T08:04:14Z,90.0,Sense
2025-08-04T08:04:19Z,90.0,Sense
2025-08-04T08:04:24Z,91.0,Sense
2025-08-04T08:04:29Z,94.0,Sense
2025-08-04T08:04:39Z,95.0,Sense
2025-08-04T08:04:44Z,96.0,Sense
2025-08-04T08:04:49Z,97.0,Sense
2025-08-04T08:05:04Z,97.0,Sense
2025-08-04T08:05:09Z,98.0,Sense
2025-08-04T08:05:14Z,99.0,Sense
2025-08-04T08:05:19Z,100.0,Sense
2025-08-04T08:05:24Z,103.0,Sense
2025-08-04T08:05:34Z,100.0,Sense
2025-08-04T08:05:39Z,103.0,Sense
2025-08-04T08:05:44Z,101.0,Sense
2025-08-04T08:05:49Z,100.0,Sense
2025-08-04T08:05:54Z,99.0,Sense
2025-08-04T08:05:59Z,98.0,Sense
2025-08-04T08:06:04Z,101.0,Sense
2025-08-04T08:06:09Z,103.0,Sense
2025-08-04T08:06:14Z,101.0,Sense
2025-08-04T08:06:19Z,105.0,Sense
2025-08-04T08:06:25Z,106.0,Sense
2025-08-04T08:06:30Z,109.0,Sense
2025-08-04T08:06:35Z,106.0,Sense
2025-08-04T08:06:40Z,104.0,Sense
2025-08-04T08:06:45Z,105.0,Sense
2025-08-04T08:06:50Z,104.0,Sense
2025-08-04T08:06:55Z,105.0,Sense
2025-08-04T08:07:10Z,103.0,Sense
2025-08-04T08:07:15Z,105.0,Sense
2025-08-04T08:07:20Z,106.0,Sense
2025-08-04T08:07:35Z,106.0,Sense
