timestamp,beats per minute,data source
2025-08-09T00:00:01Z,130.0,Sense
2025-08-09T00:00:06Z,131.0,Sense
2025-08-09T00:00:11Z,132.0,Sense
2025-08-09T00:00:26Z,131.0,Sense
2025-08-09T00:00:31Z,132.0,Sense
2025-08-09T00:00:36Z,133.0,Sense
2025-08-09T00:00:41Z,131.0,Sense
2025-08-09T00:00:51Z,132.0,Sense
2025-08-09T00:00:56Z,133.0,Sense
2025-08-09T00:01:01Z,132.0,Sense
2025-08-09T00:01:11Z,131.0,Sense
2025-08-09T00:01:16Z,129.0,Sense
2025-08-09T00:01:21Z,130.0,Sense
2025-08-09T00:01:26Z,131.0,Sense
2025-08-09T00:01:31Z,131.0,Sense
2025-08-09T00:01:36Z,132.0,Sense
2025-08-09T00:01:51Z,133.0,Sense
2025-08-09T00:02:01Z,132.0,Sense
2025-08-09T00:02:16Z,131.0,Sense
2025-08-09T00:02:26Z,132.0,Sense
2025-08-09T00:02:36Z,133.0,Sense
2025-08-09T00:02:46Z,132.0,Sense
2025-08-09T00:02:51Z,133.0,Sense
2025-08-09T00:03:01Z,131.0,Sense
2025-08-09T00:03:06Z,132.0,Sense
2025-08-09T00:03:11Z,133.0,Sense
2025-08-09T00:03:21Z,133.0,Sense
2025-08-09T00:03:26Z,132.0,Sense
2025-08-09T00:03:36Z,133.0,Sense
2025-08-09T00:03:51Z,134.0,Sense
2025-08-09T00:03:56Z,133.0,Sense
2025-08-09T00:04:06Z,132.0,Sense
2025-08-09T00:04:11Z,133.0,Sense
2025-08-09T00:04:26Z,133.0,Sense
2025-08-09T00:04:36Z,132.0,Sense
2025-08-09T00:04:46Z,131.0,Sense
2025-08-09T00:04:51Z,132.0,Sense
2025-08-09T00:05:06Z,132.0,Sense
2025-08-09T00:05:21Z,132.0,Sense
2025-08-09T00:05:36Z,132.0,Sense
2025-08-09T00:05:41Z,133.0,Sense
2025-08-09T00:05:46Z,133.0,Sense
2025-08-09T00:05:51Z,134.0,Sense
2025-08-09T00:05:56Z,132.0,Sense
2025-08-09T00:06:01Z,130.0,Sense
2025-08-09T00:06:11Z,131.0,Sense
2025-08-09T00:06:21Z,132.0,Sense
2025-08-09T00:06:36Z,132.0,Sense
2025-08-09T00:06:41Z,131.0,Sense
2025-08-09T00:06:46Z,132.0,Sense
2025-08-09T00:06:51Z,134.0,Sense
2025-08-09T00:06:56Z,133.0,Sense
2025-08-09T00:07:01Z,132.0,Sense
2025-08-09T00:07:06Z,131.0,Sense
2025-08-09T00:07:21Z,130.0,Sense
2025-08-09T00:07:36Z,132.0,Sense
2025-08-09T00:07:46Z,131.0,Sense
2025-08-09T00:08:01Z,132.0,Sense
2025-08-09T00:08:06Z,134.0,Sense
2025-08-09T00:08:16Z,132.0,Sense
2025-08-09T00:08:21Z,131.0,Sense
2025-08-09T00:08:31Z,132.0,Sense
2025-08-09T00:08:41Z,131.0,Sense
