timestamp,beats per minute,data source
2025-12-24T01:01:14Z,94.0,Sense
2025-12-24T01:01:24Z,87.0,Sense
2025-12-24T01:01:34Z,88.0,Sense
2025-12-24T01:01:39Z,86.0,Sense
2025-12-24T01:01:44Z,88.0,Sense
2025-12-24T01:01:54Z,89.0,Sense
2025-12-24T01:01:59Z,88.0,Sense
2025-12-24T01:02:04Z,87.0,Sense
2025-12-24T01:02:09Z,86.0,Sense
2025-12-24T01:02:14Z,84.0,Sense
2025-12-24T01:02:19Z,82.0,Sense
2025-12-24T01:02:45Z,91.0,Sense
2025-12-24T01:02:55Z,88.0,Sense
2025-12-24T01:03:00Z,87.0,Sense
2025-12-24T01:03:05Z,93.0,Sense
2025-12-24T01:03:10Z,91.0,Sense
2025-12-24T01:03:15Z,94.0,Sense
2025-12-24T01:03:20Z,91.0,Sense
2025-12-24T01:03:25Z,90.0,Sense
2025-12-24T01:03:30Z,88.0,Sense
2025-12-24T01:03:35Z,87.0,Sense
2025-12-24T01:03:40Z,88.0,Sense
2025-12-24T01:03:45Z,87.0,Sense
2025-12-24T01:03:50Z,89.0,Sense
2025-12-24T01:03:55Z,87.0,Sense
2025-12-24T01:04:00Z,88.0,Sense
2025-12-24T01:04:05Z,86.0,Sense
2025-12-24T01:04:10Z,90.0,Sense
2025-12-24T01:04:15Z,87.0,Sense
2025-12-24T01:04:20Z,86.0,Sense
2025-12-24T01:04:25Z,89.0,Sense
2025-12-24T01:04:35Z,88.0,Sense
2025-12-24T01:04:40Z,90.0,Sense
2025-12-24T01:04:50Z,87.0,Sense
2025-12-24T01:04:55Z,89.0,Sense
2025-12-24T01:05:00Z,88.0,Sense
2025-12-24T01:05:05Z,90.0,Sense
2025-12-24T01:05:10Z,91.0,Sense
2025-12-24T01:05:15Z,91.0,Sense
2025-12-24T01:05:20Z,89.0,Sense
2025-12-24T01:05:25Z,87.0,Sense
2025-12-24T01:06:19Z,93.0,Sense
2025-12-24T01:06:24Z,98.0,Sense
2025-12-24T01:06:29Z,93.0,Sense
2025-12-24T01:06:34Z,89.0,Sense
2025-12-24T01:06:39Z,98.0,Sense
2025-12-24T01:06:49Z,99.0,Sense
2025-12-24T01:06:54Z,92.0,Sense
2025-12-24T01:06:59Z,90.0,Sense
2025-12-24T01:07:04Z,80.0,Sense
2025-12-24T01:07:09Z,79.0,Sense
2025-12-24T01:07:14Z,81.0,Sense
2025-12-24T01:07:19Z,83.0,Sense
2025-12-24T01:07:24Z,85.0,Sense
2025-12-24T01:07:39Z,85.0,Sense
2025-12-24T01:07:44Z,84.0,Sense
2025-12-24T01:07:49Z,85.0,Sense
2025-12-24T01:07:54Z,84.0,Sense
2025-12-24T01:07:59Z,83.0,Sense
2025-12-24T01:08:09Z,82.0,Sense
2025-12-24T01:08:19Z,83.0,Sense
2025-12-24T01:08:24Z,82.0,Sense
2025-12-24T20:06:46Z,91.0,Sense
2025-12-24T20:06:56Z,90.0,Sense
2025-12-24T20:07:01Z,89.0,Sense
2025-12-24T20:07:06Z,92.0,Sense
2025-12-24T20:07:11Z,90.0,Sense
2025-12-24T20:07:16Z,91.0,Sense
2025-12-24T20:07:21Z,90.0,Sense
2025-12-24T20:07:26Z,92.0,Sense
2025-12-24T20:07:31Z,93.0,Sense
2025-12-24T20:07:36Z,91.0,Sense
2025-12-24T20:07:46Z,92.0,Sense
2025-12-24T20:08:01Z,91.0,Sense
2025-12-24T20:08:06Z,90.0,Sense
2025-12-24T20:08:11Z,91.0,Sense
2025-12-24T20:08:16Z,92.0,Sense
2025-12-24T20:08:21Z,91.0,Sense
2025-12-24T20:08:26Z,88.0,Sense
2025-12-24T20:08:31Z,89.0,Sense
2025-12-24T20:08:36Z,88.0,Sense
2025-12-24T20:08:41Z,92.0,Sense
2025-12-24T20:08:46Z,91.0,Sense
2025-12-24T20:08:56Z,88.0,Sense
2025-12-24T20:09:01Z,91.0,Sense
2025-12-24T20:09:06Z,90.0,Sense
2025-12-24T20:09:11Z,87.0,Sense
2025-12-24T20:09:16Z,88.0,Sense
2025-12-24T20:09:21Z,91.0,Sense
2025-12-24T20:09:26Z,90.0,Sense
2025-12-24T20:09:31Z,88.0,Sense
2025-12-24T20:09:36Z,87.0,Sense
2025-12-24T20:09:46Z,84.0,Sense
2025-12-24T20:09:51Z,86.0,Sense
2025-12-24T20:09:56Z,88.0,Sense
2025-12-24T20:10:06Z,92.0,Sense
2025-12-24T20:10:11Z,91.0,Sense
2025-12-24T20:10:16Z,92.0,Sense
2025-12-24T20:10:26Z,90.0,Sense
2025-12-24T20:10:36Z,89.0,Sense
2025-12-24T20:10:46Z,88.0,Sense
2025-12-24T20:11:45Z,89.0,Sense
2025-12-24T20:11:50Z,92.0,Sense
2025-12-24T20:12:00Z,87.0,Sense
2025-12-24T20:12:05Z,78.0,Sense
2025-12-24T20:12:10Z,76.0,Sense
2025-12-24T20:12:20Z,77.0,Sense
2025-12-24T20:12:25Z,76.0,Sense
2025-12-24T20:12:35Z,76.0,Sense
2025-12-24T20:12:40Z,77.0,Sense
2025-12-24T20:12:50Z,78.0,Sense
