timestamp,beats per minute,data source
2025-04-01T00:00:03Z,93.0,Sense
2025-04-01T00:00:18Z,95.0,Sense
2025-04-01T00:00:23Z,96.0,Sense
2025-04-01T00:00:28Z,96.0,Sense
2025-04-01T00:00:33Z,95.0,Sense
2025-04-01T00:00:38Z,96.0,Sense
2025-04-01T00:00:53Z,97.0,Sense
2025-04-01T00:00:58Z,98.0,Sense
2025-04-01T00:01:03Z,97.0,Sense
2025-04-01T00:01:13Z,98.0,Sense
2025-04-01T00:01:28Z,110.0,Sense
2025-04-01T00:01:33Z,112.0,Sense
2025-04-01T00:01:48Z,111.0,Sense
2025-04-01T00:01:53Z,110.0,Sense
2025-04-01T00:01:58Z,106.0,Sense
2025-04-01T00:02:03Z,101.0,Sense
2025-04-01T00:02:08Z,102.0,Sense
2025-04-01T00:02:13Z,103.0,Sense
2025-04-01T00:02:18Z,102.0,Sense
2025-04-01T00:02:28Z,101.0,Sense
2025-04-01T00:02:33Z,99.0,Sense
2025-04-01T00:02:38Z,98.0,Sense
2025-04-01T00:02:43Z,99.0,Sense
2025-04-01T00:02:48Z,100.0,Sense
2025-04-01T00:02:53Z,100.0,Sense
2025-04-01T00:02:58Z,99.0,Sense
2025-04-01T00:03:03Z,98.0,Sense
2025-04-01T00:03:18Z,99.0,Sense
2025-04-01T00:03:33Z,99.0,Sense
2025-04-01T00:03:48Z,98.0,Sense
2025-04-01T00:03:53Z,97.0,Sense
2025-04-01T00:04:03Z,96.0,Sense
2025-04-01T00:04:08Z,95.0,Sense
2025-04-01T00:04:18Z,96.0,Sense
2025-04-01T00:04:28Z,95.0,Sense
2025-04-01T00:04:38Z,96.0,Sense
2025-04-01T00:04:53Z,95.0,Sense
2025-04-01T00:05:03Z,96.0,Sense
2025-04-01T00:05:18Z,95.0,Sense
2025-04-01T00:05:33Z,97.0,Sense
2025-04-01T00:05:38Z,98.0,Sense
2025-04-01T00:05:53Z,98.0,Sense
2025-04-01T00:06:03Z,97.0,Sense
2025-04-01T00:06:08Z,98.0,Sense
2025-04-01T00:06:23Z,97.0,Sense
2025-04-01T00:06:33Z,96.0,Sense
2025-04-01T00:06:43Z,98.0,Sense
2025-04-01T00:06:48Z,97.0,Sense
2025-04-01T00:06:53Z,96.0,Sense
2025-04-01T00:06:58Z,97.0,Sense
2025-04-01T00:07:08Z,91.0,Sense
2025-04-01T00:07:23Z,95.0,Sense
2025-04-01T00:07:38Z,96.0,Sense
2025-04-01T00:07:43Z,95.0,Sense
2025-04-01T00:07:48Z,91.0,Sense
2025-04-01T00:07:53Z,92.0,Sense
2025-04-01T00:07:58Z,93.0,Sense
2025-04-01T00:08:08Z,94.0,Sense
2025-04-01T00:08:13Z,94.0,Sense
2025-04-01T00:08:28Z,94.0,Sense
