timestamp,beats per minute,data source
2025-12-10T02:33:59Z,93.0,Sense
2025-12-10T02:34:04Z,91.0,Sense
2025-12-10T02:34:14Z,85.0,Sense
2025-12-10T02:34:19Z,88.0,Sense
2025-12-10T02:34:29Z,89.0,Sense
2025-12-10T02:34:34Z,86.0,Sense
2025-12-10T02:34:39Z,85.0,Sense
2025-12-10T02:34:54Z,83.0,Sense
2025-12-10T02:35:04Z,80.0,Sense
2025-12-10T04:54:45Z,82.0,Sense
2025-12-10T04:54:50Z,91.0,Sense
2025-12-10T04:55:00Z,88.0,Sense
2025-12-10T04:55:05Z,87.0,Sense
2025-12-10T04:55:10Z,88.0,Sense
2025-12-10T04:55:15Z,86.0,Sense
2025-12-10T04:55:20Z,87.0,Sense
2025-12-10T04:55:30Z,86.0,Sense
2025-12-10T04:55:36Z,85.0,Sense
2025-12-10T04:55:41Z,84.0,Sense
2025-12-10T04:55:46Z,82.0,Sense
2025-12-10T04:55:51Z,78.0,Sense
2025-12-10T05:17:57Z,84.0,Sense
2025-12-10T05:18:02Z,92.0,Sense
2025-12-10T05:18:07Z,91.0,Sense
2025-12-10T05:18:12Z,89.0,Sense
2025-12-10T05:18:17Z,92.0,Sense
2025-12-10T05:18:22Z,95.0,Sense
2025-12-10T05:18:27Z,93.0,Sense
2025-12-10T05:18:32Z,88.0,Sense
2025-12-10T05:18:37Z,91.0,Sense
2025-12-10T05:18:52Z,88.0,Sense
2025-12-10T05:18:57Z,84.0,Sense
2025-12-10T05:19:07Z,86.0,Sense
2025-12-10T05:19:12Z,88.0,Sense
2025-12-10T05:19:17Z,92.0,Sense
2025-12-10T05:19:22Z,90.0,Sense
2025-12-10T05:19:27Z,91.0,Sense
2025-12-10T05:19:32Z,93.0,Sense
2025-12-10T05:30:38Z,91.0,Sense
2025-12-10T05:30:43Z,92.0,Sense
2025-12-10T05:30:53Z,89.0,Sense
2025-12-10T05:30:58Z,95.0,Sense
2025-12-10T05:31:03Z,87.0,Sense
2025-12-10T05:31:08Z,83.0,Sense
2025-12-10T05:31:18Z,87.0,Sense
2025-12-10T05:31:23Z,85.0,Sense
2025-12-10T05:31:28Z,82.0,Sense
2025-12-10T05:31:33Z,80.0,Sense
2025-12-10T05:31:38Z,82.0,Sense
2025-12-10T05:31:43Z,83.0,Sense
2025-12-10T05:31:48Z,84.0,Sense
2025-12-10T06:16:13Z,84.0,Sense
2025-12-10T06:16:18Z,93.0,Sense
2025-12-10T06:16:28Z,90.0,Sense
2025-12-10T06:16:33Z,92.0,Sense
2025-12-10T06:16:38Z,88.0,Sense
2025-12-10T06:16:43Z,84.0,Sense
2025-12-10T06:16:53Z,90.0,Sense
2025-12-10T06:16:58Z,91.0,Sense
2025-12-10T06:17:03Z,86.0,Sense
2025-12-10T06:17:08Z,83.0,Sense
2025-12-10T06:17:13Z,87.0,Sense
2025-12-10T06:17:18Z,89.0,Sense
2025-12-10T06:17:23Z,92.0,Sense
2025-12-10T06:17:28Z,91.0,Sense
2025-12-10T06:22:02Z,93.0,Sense
2025-12-10T06:22:12Z,92.0,Sense
2025-12-10T06:22:17Z,90.0,Sense
2025-12-10T06:22:27Z,92.0,Sense
2025-12-10T06:22:32Z,91.0,Sense
2025-12-10T06:22:37Z,90.0,Sense
2025-12-10T06:22:47Z,88.0,Sense
2025-12-10T06:22:52Z,86.0,Sense
2025-12-10T06:22:57Z,85.0,Sense
2025-12-10T06:23:02Z,84.0,Sense
2025-12-10T07:10:03Z,86.0,Sense
2025-12-10T07:10:08Z,92.0,Sense
2025-12-10T07:10:18Z,92.0,Sense
2025-12-10T07:10:23Z,93.0,Sense
2025-12-10T07:10:28Z,87.0,Sense
2025-12-10T07:10:33Z,85.0,Sense
2025-12-10T07:10:38Z,83.0,Sense
2025-12-10T07:10:43Z,84.0,Sense
2025-12-10T07:10:48Z,85.0,Sense
2025-12-10T07:10:58Z,86.0,Sense
2025-12-10T07:11:08Z,84.0,Sense
2025-12-10T10:52:44Z,87.0,Sense
2025-12-10T10:52:49Z,92.0,Sense
2025-12-10T10:52:54Z,90.0,Sense
2025-12-10T10:52:59Z,87.0,Sense
2025-12-10T10:53:14Z,86.0,Sense
2025-12-10T10:53:19Z,85.0,Sense
2025-12-10T10:53:29Z,84.0,Sense
2025-12-10T10:53:34Z,83.0,Sense
2025-12-10T10:53:44Z,81.0,Sense
2025-12-10T12:22:26Z,87.0,Sense
2025-12-10T12:22:31Z,91.0,Sense
2025-12-10T12:22:36Z,92.0,Sense
2025-12-10T12:22:41Z,92.0,Sense
2025-12-10T12:22:46Z,93.0,Sense
2025-12-10T12:22:51Z,89.0,Sense
2025-12-10T12:22:56Z,90.0,Sense
2025-12-10T12:23:01Z,89.0,Sense
2025-12-10T12:23:06Z,90.0,Sense
2025-12-10T12:23:11Z,86.0,Sense
2025-12-10T12:23:16Z,83.0,Sense
2025-12-10T12:23:21Z,80.0,Sense
2025-12-10T12:23:31Z,84.0,Sense
2025-12-10T13:05:51Z,91.0,Sense
2025-12-10T13:05:56Z,92.0,Sense
2025-12-10T13:06:01Z,89.0,Sense
2025-12-10T13:06:06Z,87.0,Sense
2025-12-10T13:06:11Z,90.0,Sense
2025-12-10T13:06:16Z,87.0,Sense
2025-12-10T13:06:21Z,90.0,Sense
2025-12-10T13:06:26Z,88.0,Sense
2025-12-10T13:06:31Z,84.0,Sense
2025-12-10T13:06:36Z,83.0,Sense
2025-12-10T13:06:41Z,84.0,Sense
2025-12-10T13:33:34Z,85.0,Sense
2025-12-10T13:33:42Z,91.0,Sense
2025-12-10T13:33:52Z,90.0,Sense
2025-12-10T13:34:02Z,91.0,Sense
2025-12-10T13:34:12Z,89.0,Sense
2025-12-10T13:34:17Z,87.0,Sense
2025-12-10T13:34:22Z,84.0,Sense
2025-12-10T13:34:27Z,83.0,Sense
2025-12-10T13:34:32Z,84.0,Sense
2025-12-10T13:34:42Z,81.0,Sense
2025-12-10T14:12:28Z,88.0,Sense
2025-12-10T14:12:33Z,91.0,Sense
2025-12-10T14:12:38Z,90.0,Sense
2025-12-10T14:12:43Z,85.0,Sense
2025-12-10T14:12:48Z,87.0,Sense
2025-12-10T14:12:53Z,85.0,Sense
2025-12-10T14:12:58Z,83.0,Sense
2025-12-10T14:13:03Z,84.0,Sense
2025-12-10T14:13:08Z,81.0,Sense
2025-12-10T14:13:23Z,82.0,Sense
2025-12-10T14:13:28Z,83.0,Sense
2025-12-10T14:13:33Z,81.0,Sense
2025-12-10T14:13:38Z,80.0,Sense
2025-12-10T14:13:43Z,82.0,Sense
2025-12-10T14:13:48Z,85.0,Sense
2025-12-10T14:13:58Z,82.0,Sense
2025-12-10T14:14:08Z,84.0,Sense
2025-12-10T14:14:13Z,85.0,Sense
2025-12-10T14:14:18Z,84.0,Sense
2025-12-10T14:14:23Z,83.0,Sense
2025-12-10T14:14:28Z,84.0,Sense
2025-12-10T14:14:33Z,87.0,Sense
2025-12-10T14:14:38Z,89.0,Sense
2025-12-10T14:14:43Z,84.0,Sense
2025-12-10T14:14:53Z,91.0,Sense
2025-12-10T15:00:34Z,91.0,Sense
2025-12-10T15:00:44Z,90.0,Sense
2025-12-10T15:00:49Z,88.0,Sense
2025-12-10T15:00:59Z,87.0,Sense
2025-12-10T15:01:04Z,69.0,Sense
2025-12-10T15:01:09Z,75.0,Sense
2025-12-10T15:01:14Z,83.0,Sense
2025-12-10T15:01:19Z,85.0,Sense
2025-12-10T15:01:24Z,84.0,Sense
2025-12-10T15:01:29Z,83.0,Sense
2025-12-10T15:01:39Z,81.0,Sense
2025-12-10T15:01:44Z,85.0,Sense
2025-12-10T15:01:49Z,86.0,Sense
2025-12-10T15:01:59Z,88.0,Sense
2025-12-10T15:02:04Z,87.0,Sense
2025-12-10T15:02:09Z,88.0,Sense
2025-12-10T15:02:14Z,90.0,Sense
2025-12-10T15:02:19Z,93.0,Sense
2025-12-10T15:02:24Z,92.0,Sense
2025-12-10T15:02:29Z,93.0,Sense
2025-12-10T15:02:34Z,95.0,Sense
2025-12-10T15:02:39Z,90.0,Sense
