timestamp,heart rate zone type,data source
2025-12-23T13:16:00Z,LIGHT,Fitbit App
2025-12-23T13:17:00Z,LIGHT,Fitbit App
2025-12-23T13:18:00Z,LIGHT,Fitbit App
2025-12-23T13:19:00Z,LIGHT,Fitbit App
2025-12-23T13:20:00Z,LIGHT,Fitbit App
2025-12-23T13:21:00Z,LIGHT,Fitbit App
2025-12-23T13:22:00Z,LIGHT,Fitbit App
2025-12-23T13:23:00Z,LIGHT,Fitbit App
2025-12-23T13:24:00Z,LIGHT,Fitbit App
2025-12-23T13:25:00Z,LIGHT,Fitbit App
2025-12-23T13:26:00Z,LIGHT,Fitbit App
2025-12-23T13:27:00Z,LIGHT,Fitbit App
2025-12-23T13:28:00Z,LIGHT,Fitbit App
2025-12-23T13:29:00Z,LIGHT,Fitbit App
2025-12-23T13:30:00Z,LIGHT,Fitbit App
2025-12-23T13:31:00Z,LIGHT,Fitbit App
2025-12-23T13:32:00Z,LIGHT,Fitbit App
2025-12-23T13:33:00Z,LIGHT,Fitbit App
2025-12-23T13:34:00Z,LIGHT,Fitbit App
2025-12-23T13:35:00Z,LIGHT,Fitbit App
2025-12-23T13:36:00Z,LIGHT,Fitbit App
2025-12-23T13:37:00Z,LIGHT,Fitbit App
2025-12-23T13:38:00Z,LIGHT,Fitbit App
2025-12-23T13:39:00Z,LIGHT,Fitbit App
2025-12-23T13:40:00Z,LIGHT,Fitbit App
2025-12-23T13:41:00Z,LIGHT,Fitbit App
2025-12-23T13:42:00Z,LIGHT,Fitbit App
2025-12-23T13:43:00Z,LIGHT,Fitbit App
2025-12-23T13:44:00Z,LIGHT,Fitbit App
2025-12-23T13:45:00Z,LIGHT,Fitbit App
2025-12-23T13:46:00Z,LIGHT,Fitbit App
2025-12-23T13:47:00Z,LIGHT,Fitbit App
2025-12-23T13:48:00Z,LIGHT,Fitbit App
2025-12-23T13:49:00Z,LIGHT,Fitbit App
2025-12-23T13:50:00Z,LIGHT,Fitbit App
2025-12-23T13:51:00Z,LIGHT,Fitbit App
2025-12-23T13:52:00Z,LIGHT,Fitbit App
2025-12-23T13:53:00Z,LIGHT,Fitbit App
2025-12-23T13:54:00Z,LIGHT,Fitbit App
2025-12-23T13:55:00Z,LIGHT,Fitbit App
2025-12-23T13:56:00Z,LIGHT,Fitbit App
2025-12-23T13:57:00Z,LIGHT,Fitbit App
2025-12-23T13:58:00Z,LIGHT,Fitbit App
2025-12-23T13:59:00Z,LIGHT,Fitbit App
2025-12-23T14:00:00Z,LIGHT,Fitbit App
2025-12-23T14:01:00Z,LIGHT,Fitbit App
2025-12-23T14:02:00Z,LIGHT,Fitbit App
2025-12-23T14:03:00Z,LIGHT,Fitbit App
2025-12-23T14:04:00Z,LIGHT,Fitbit App
2025-12-23T14:05:00Z,LIGHT,Fitbit App
2025-12-23T14:06:00Z,LIGHT,Fitbit App
2025-12-23T14:07:00Z,LIGHT,Fitbit App
2025-12-23T14:08:00Z,LIGHT,Fitbit App
2025-12-23T14:09:00Z,LIGHT,Fitbit App
2025-12-23T14:10:00Z,LIGHT,Fitbit App
2025-12-23T14:11:00Z,LIGHT,Fitbit App
2025-12-23T14:12:00Z,LIGHT,Fitbit App
2025-12-23T14:13:00Z,LIGHT,Fitbit App
2025-12-23T14:14:00Z,LIGHT,Fitbit App
2025-12-23T14:15:00Z,LIGHT,Fitbit App
2025-12-23T14:16:00Z,LIGHT,Fitbit App
2025-12-23T14:17:00Z,LIGHT,Fitbit App
2025-12-23T14:18:00Z,LIGHT,Fitbit App
2025-12-23T14:19:00Z,LIGHT,Fitbit App
2025-12-23T14:20:00Z,LIGHT,Fitbit App
2025-12-23T14:21:00Z,LIGHT,Fitbit App
2025-12-23T14:22:00Z,LIGHT,Fitbit App
2025-12-23T14:23:00Z,LIGHT,Fitbit App
2025-12-23T14:24:00Z,LIGHT,Fitbit App
2025-12-23T14:25:00Z,LIGHT,Fitbit App
2025-12-23T14:26:00Z,LIGHT,Fitbit App
2025-12-23T14:27:00Z,LIGHT,Fitbit App
2025-12-23T14:28:00Z,LIGHT,Fitbit App
2025-12-23T14:29:00Z,LIGHT,Fitbit App
2025-12-23T14:30:00Z,LIGHT,Fitbit App
2025-12-23T14:31:00Z,LIGHT,Fitbit App
2025-12-23T14:32:00Z,LIGHT,Fitbit App
2025-12-23T14:33:00Z,LIGHT,Fitbit App
2025-12-23T14:34:00Z,LIGHT,Fitbit App
2025-12-23T14:35:00Z,LIGHT,Fitbit App
2025-12-23T14:36:00Z,LIGHT,Fitbit App
2025-12-23T14:37:00Z,LIGHT,Fitbit App
2025-12-23T14:38:00Z,LIGHT,Fitbit App
2025-12-23T14:39:00Z,LIGHT,Fitbit App
2025-12-23T14:40:00Z,LIGHT,Fitbit App
2025-12-23T14:41:00Z,LIGHT,Fitbit App
2025-12-23T14:42:00Z,LIGHT,Fitbit App
2025-12-23T14:43:00Z,LIGHT,Fitbit App
2025-12-23T14:44:00Z,LIGHT,Fitbit App
2025-12-23T14:45:00Z,LIGHT,Fitbit App
2025-12-23T14:46:00Z,LIGHT,Fitbit App
2025-12-23T14:47:00Z,LIGHT,Fitbit App
2025-12-23T14:48:00Z,LIGHT,Fitbit App
2025-12-23T14:49:00Z,LIGHT,Fitbit App
2025-12-23T14:50:00Z,LIGHT,Fitbit App
2025-12-23T14:51:00Z,LIGHT,Fitbit App
2025-12-23T14:52:00Z,LIGHT,Fitbit App
2025-12-23T14:53:00Z,LIGHT,Fitbit App
2025-12-23T14:54:00Z,LIGHT,Fitbit App
2025-12-23T14:55:00Z,LIGHT,Fitbit App
2025-12-23T14:56:00Z,LIGHT,Fitbit App
2025-12-23T14:57:00Z,LIGHT,Fitbit App
2025-12-23T14:58:00Z,LIGHT,Fitbit App
2025-12-23T14:59:00Z,LIGHT,Fitbit App
2025-12-23T15:00:00Z,LIGHT,Fitbit App
2025-12-23T15:01:00Z,LIGHT,Fitbit App
2025-12-23T15:02:00Z,LIGHT,Fitbit App
2025-12-23T15:03:00Z,LIGHT,Fitbit App
2025-12-23T15:04:00Z,LIGHT,Fitbit App
2025-12-23T15:05:00Z,LIGHT,Fitbit App
2025-12-23T15:06:00Z,LIGHT,Fitbit App
2025-12-23T15:07:00Z,LIGHT,Fitbit App
2025-12-23T15:08:00Z,LIGHT,Fitbit App
2025-12-23T15:09:00Z,LIGHT,Fitbit App
2025-12-23T15:10:00Z,LIGHT,Fitbit App
2025-12-23T15:11:00Z,LIGHT,Fitbit App
2025-12-23T15:12:00Z,LIGHT,Fitbit App
2025-12-23T15:13:00Z,LIGHT,Fitbit App
2025-12-23T15:14:00Z,LIGHT,Fitbit App
2025-12-23T15:15:00Z,LIGHT,Fitbit App
2025-12-23T15:16:00Z,LIGHT,Fitbit App
2025-12-23T15:17:00Z,LIGHT,Fitbit App
2025-12-23T15:18:00Z,LIGHT,Fitbit App
2025-12-23T15:19:00Z,LIGHT,Fitbit App
2025-12-23T15:20:00Z,LIGHT,Fitbit App
2025-12-23T15:21:00Z,LIGHT,Fitbit App
2025-12-23T15:22:00Z,LIGHT,Fitbit App
2025-12-23T15:23:00Z,LIGHT,Fitbit App
2025-12-23T15:24:00Z,LIGHT,Fitbit App
2025-12-23T15:25:00Z,LIGHT,Fitbit App
2025-12-23T15:26:00Z,LIGHT,Fitbit App
2025-12-23T15:27:00Z,LIGHT,Fitbit App
2025-12-23T15:28:00Z,LIGHT,Fitbit App
2025-12-23T15:29:00Z,LIGHT,Fitbit App
2025-12-23T15:30:00Z,LIGHT,Fitbit App
2025-12-23T15:31:00Z,LIGHT,Fitbit App
2025-12-23T15:32:00Z,LIGHT,Fitbit App
2025-12-23T15:33:00Z,LIGHT,Fitbit App
2025-12-23T15:34:00Z,LIGHT,Fitbit App
2025-12-23T15:35:00Z,LIGHT,Fitbit App
2025-12-23T15:36:00Z,LIGHT,Fitbit App
2025-12-23T15:37:00Z,LIGHT,Fitbit App
2025-12-23T15:38:00Z,LIGHT,Fitbit App
2025-12-23T15:39:00Z,LIGHT,Fitbit App
2025-12-23T15:40:00Z,LIGHT,Fitbit App
2025-12-23T15:41:00Z,LIGHT,Fitbit App
2025-12-23T15:42:00Z,LIGHT,Fitbit App
2025-12-23T15:43:00Z,LIGHT,Fitbit App
2025-12-23T15:44:00Z,LIGHT,Fitbit App
2025-12-23T15:45:00Z,LIGHT,Fitbit App
2025-12-23T15:46:00Z,LIGHT,Fitbit App
2025-12-23T15:47:00Z,LIGHT,Fitbit App
2025-12-23T15:48:00Z,LIGHT,Fitbit App
2025-12-23T15:49:00Z,LIGHT,Fitbit App
2025-12-23T15:50:00Z,LIGHT,Fitbit App
2025-12-23T15:51:00Z,LIGHT,Fitbit App
2025-12-23T15:52:00Z,LIGHT,Fitbit App
2025-12-23T15:53:00Z,LIGHT,Fitbit App
2025-12-23T15:54:00Z,LIGHT,Fitbit App
2025-12-23T15:55:00Z,LIGHT,Fitbit App
2025-12-23T15:56:00Z,LIGHT,Fitbit App
2025-12-23T15:57:00Z,LIGHT,Fitbit App
2025-12-23T15:58:00Z,LIGHT,Fitbit App
2025-12-23T15:59:00Z,LIGHT,Fitbit App
2025-12-23T16:00:00Z,LIGHT,Fitbit App
2025-12-23T16:01:00Z,LIGHT,Fitbit App
2025-12-23T16:02:00Z,LIGHT,Fitbit App
2025-12-23T16:03:00Z,LIGHT,Fitbit App
2025-12-23T16:04:00Z,LIGHT,Fitbit App
2025-12-23T16:05:00Z,LIGHT,Fitbit App
2025-12-23T16:06:00Z,MODERATE,Fitbit App
2025-12-23T16:07:00Z,VIGOROUS,Fitbit App
2025-12-23T16:08:00Z,VIGOROUS,Fitbit App
2025-12-23T16:09:00Z,MODERATE,Fitbit App
2025-12-23T16:10:00Z,VIGOROUS,Fitbit App
2025-12-23T16:11:00Z,VIGOROUS,Fitbit App
2025-12-23T16:12:00Z,VIGOROUS,Fitbit App
2025-12-23T16:13:00Z,MODERATE,Fitbit App
2025-12-23T16:14:00Z,LIGHT,Fitbit App
2025-12-23T16:15:00Z,MODERATE,Fitbit App
2025-12-23T16:16:00Z,MODERATE,Fitbit App
2025-12-23T16:17:00Z,VIGOROUS,Fitbit App
2025-12-23T16:18:00Z,MODERATE,Fitbit App
2025-12-23T16:19:00Z,MODERATE,Fitbit App
2025-12-23T16:20:00Z,LIGHT,Fitbit App
2025-12-23T16:21:00Z,LIGHT,Fitbit App
2025-12-23T16:22:00Z,MODERATE,Fitbit App
2025-12-23T16:23:00Z,MODERATE,Fitbit App
2025-12-23T16:24:00Z,LIGHT,Fitbit App
2025-12-23T16:25:00Z,LIGHT,Fitbit App
2025-12-23T16:26:00Z,MODERATE,Fitbit App
2025-12-23T16:27:00Z,MODERATE,Fitbit App
2025-12-23T16:28:00Z,MODERATE,Fitbit App
2025-12-23T16:29:00Z,VIGOROUS,Fitbit App
2025-12-23T16:30:00Z,VIGOROUS,Fitbit App
2025-12-23T16:31:00Z,MODERATE,Fitbit App
2025-12-23T16:32:00Z,LIGHT,Fitbit App
2025-12-23T16:33:00Z,LIGHT,Fitbit App
2025-12-23T16:34:00Z,LIGHT,Fitbit App
2025-12-23T16:35:00Z,LIGHT,Fitbit App
2025-12-23T16:36:00Z,LIGHT,Fitbit App
2025-12-23T16:37:00Z,LIGHT,Fitbit App
2025-12-23T16:38:00Z,MODERATE,Fitbit App
2025-12-23T16:39:00Z,LIGHT,Fitbit App
2025-12-23T16:40:00Z,LIGHT,Fitbit App
2025-12-23T16:41:00Z,LIGHT,Fitbit App
2025-12-23T16:42:00Z,MODERATE,Fitbit App
2025-12-23T16:43:00Z,VIGOROUS,Fitbit App
2025-12-23T16:44:00Z,MODERATE,Fitbit App
2025-12-23T16:45:00Z,MODERATE,Fitbit App
2025-12-23T16:46:00Z,MODERATE,Fitbit App
2025-12-23T16:47:00Z,MODERATE,Fitbit App
2025-12-23T16:48:00Z,MODERATE,Fitbit App
2025-12-23T16:49:00Z,VIGOROUS,Fitbit App
2025-12-23T16:50:00Z,MODERATE,Fitbit App
2025-12-23T16:51:00Z,MODERATE,Fitbit App
2025-12-23T16:52:00Z,LIGHT,Fitbit App
2025-12-23T16:53:00Z,MODERATE,Fitbit App
2025-12-23T16:54:00Z,MODERATE,Fitbit App
2025-12-23T16:55:00Z,MODERATE,Fitbit App
2025-12-23T16:56:00Z,MODERATE,Fitbit App
2025-12-23T16:57:00Z,MODERATE,Fitbit App
2025-12-23T16:58:00Z,VIGOROUS,Fitbit App
2025-12-23T16:59:00Z,VIGOROUS,Fitbit App
2025-12-23T17:00:00Z,MODERATE,Fitbit App
2025-12-23T17:01:00Z,LIGHT,Fitbit App
2025-12-23T17:02:00Z,MODERATE,Fitbit App
2025-12-23T17:03:00Z,MODERATE,Fitbit App
2025-12-23T17:04:00Z,MODERATE,Fitbit App
2025-12-23T17:05:00Z,LIGHT,Fitbit App
2025-12-23T17:06:00Z,MODERATE,Fitbit App
2025-12-23T17:07:00Z,LIGHT,Fitbit App
2025-12-23T17:08:00Z,MODERATE,Fitbit App
2025-12-23T17:09:00Z,MODERATE,Fitbit App
2025-12-23T17:10:00Z,LIGHT,Fitbit App
2025-12-23T17:11:00Z,MODERATE,Fitbit App
2025-12-23T17:12:00Z,LIGHT,Fitbit App
2025-12-23T17:13:00Z,LIGHT,Fitbit App
2025-12-23T17:14:00Z,LIGHT,Fitbit App
2025-12-23T17:15:00Z,LIGHT,Fitbit App
2025-12-23T17:16:00Z,LIGHT,Fitbit App
2025-12-23T17:17:00Z,MODERATE,Fitbit App
2025-12-23T17:18:00Z,LIGHT,Fitbit App
2025-12-23T17:19:00Z,LIGHT,Fitbit App
2025-12-23T17:20:00Z,LIGHT,Fitbit App
2025-12-23T17:21:00Z,LIGHT,Fitbit App
2025-12-23T17:22:00Z,MODERATE,Fitbit App
2025-12-23T17:23:00Z,VIGOROUS,Fitbit App
2025-12-23T17:24:00Z,MODERATE,Fitbit App
2025-12-23T17:25:00Z,LIGHT,Fitbit App
2025-12-23T17:26:00Z,LIGHT,Fitbit App
2025-12-23T17:27:00Z,LIGHT,Fitbit App
2025-12-23T17:28:00Z,LIGHT,Fitbit App
2025-12-23T17:29:00Z,LIGHT,Fitbit App
2025-12-23T17:30:00Z,LIGHT,Fitbit App
2025-12-23T17:31:00Z,LIGHT,Fitbit App
2025-12-23T17:32:00Z,LIGHT,Fitbit App
2025-12-23T17:33:00Z,LIGHT,Fitbit App
2025-12-23T17:34:00Z,LIGHT,Fitbit App
2025-12-23T17:35:00Z,LIGHT,Fitbit App
2025-12-23T17:36:00Z,LIGHT,Fitbit App
2025-12-23T17:37:00Z,LIGHT,Fitbit App
2025-12-23T17:38:00Z,LIGHT,Fitbit App
2025-12-23T17:39:00Z,LIGHT,Fitbit App
2025-12-23T17:40:00Z,LIGHT,Fitbit App
2025-12-23T17:41:00Z,LIGHT,Fitbit App
2025-12-23T17:42:00Z,LIGHT,Fitbit App
2025-12-23T17:43:00Z,VIGOROUS,Fitbit App
2025-12-23T17:44:00Z,MODERATE,Fitbit App
2025-12-23T17:45:00Z,LIGHT,Fitbit App
2025-12-23T17:46:00Z,MODERATE,Fitbit App
2025-12-23T17:47:00Z,LIGHT,Fitbit App
2025-12-23T17:48:00Z,LIGHT,Fitbit App
2025-12-23T17:49:00Z,MODERATE,Fitbit App
2025-12-23T17:50:00Z,LIGHT,Fitbit App
2025-12-23T17:51:00Z,LIGHT,Fitbit App
2025-12-23T17:52:00Z,LIGHT,Fitbit App
2025-12-23T17:53:00Z,LIGHT,Fitbit App
2025-12-23T17:54:00Z,LIGHT,Fitbit App
2025-12-23T17:55:00Z,LIGHT,Fitbit App
2025-12-23T17:56:00Z,LIGHT,Fitbit App
2025-12-23T17:57:00Z,LIGHT,Fitbit App
2025-12-23T17:58:00Z,LIGHT,Fitbit App
2025-12-23T17:59:00Z,LIGHT,Fitbit App
2025-12-23T18:00:00Z,LIGHT,Fitbit App
2025-12-23T18:01:00Z,LIGHT,Fitbit App
2025-12-23T18:02:00Z,LIGHT,Fitbit App
2025-12-23T18:03:00Z,LIGHT,Fitbit App
2025-12-23T18:04:00Z,LIGHT,Fitbit App
2025-12-23T18:05:00Z,LIGHT,Fitbit App
2025-12-23T18:06:00Z,LIGHT,Fitbit App
2025-12-23T18:07:00Z,LIGHT,Fitbit App
2025-12-23T18:08:00Z,LIGHT,Fitbit App
2025-12-23T18:09:00Z,LIGHT,Fitbit App
2025-12-23T18:10:00Z,LIGHT,Fitbit App
2025-12-23T18:11:00Z,LIGHT,Fitbit App
2025-12-23T18:12:00Z,LIGHT,Fitbit App
2025-12-23T18:13:00Z,LIGHT,Fitbit App
2025-12-23T18:14:00Z,LIGHT,Fitbit App
2025-12-23T18:15:00Z,LIGHT,Fitbit App
2025-12-23T18:16:00Z,LIGHT,Fitbit App
2025-12-23T18:17:00Z,LIGHT,Fitbit App
2025-12-23T18:18:00Z,LIGHT,Fitbit App
2025-12-23T18:19:00Z,LIGHT,Fitbit App
2025-12-23T18:20:00Z,LIGHT,Fitbit App
2025-12-23T18:21:00Z,LIGHT,Fitbit App
2025-12-23T18:22:00Z,LIGHT,Fitbit App
2025-12-23T18:23:00Z,LIGHT,Fitbit App
2025-12-23T18:24:00Z,LIGHT,Fitbit App
2025-12-23T18:25:00Z,LIGHT,Fitbit App
2025-12-23T18:26:00Z,LIGHT,Fitbit App
2025-12-23T18:27:00Z,LIGHT,Fitbit App
2025-12-23T18:28:00Z,LIGHT,Fitbit App
2025-12-23T18:29:00Z,LIGHT,Fitbit App
2025-12-23T18:30:00Z,LIGHT,Fitbit App
2025-12-23T18:31:00Z,LIGHT,Fitbit App
2025-12-23T18:32:00Z,LIGHT,Fitbit App
2025-12-23T18:33:00Z,LIGHT,Fitbit App
2025-12-23T18:34:00Z,LIGHT,Fitbit App
2025-12-23T18:35:00Z,LIGHT,Fitbit App
2025-12-23T18:36:00Z,LIGHT,Fitbit App
2025-12-23T18:37:00Z,LIGHT,Fitbit App
2025-12-23T18:38:00Z,LIGHT,Fitbit App
2025-12-23T18:39:00Z,LIGHT,Fitbit App
2025-12-23T19:43:00Z,LIGHT,Fitbit App
2025-12-23T19:44:00Z,LIGHT,Fitbit App
2025-12-23T19:45:00Z,LIGHT,Fitbit App
2025-12-23T23:54:00Z,LIGHT,Fitbit App
2025-12-23T23:55:00Z,LIGHT,Fitbit App
2025-12-24T01:01:00Z,LIGHT,Fitbit App
2025-12-24T01:02:00Z,LIGHT,Fitbit App
2025-12-24T01:03:00Z,LIGHT,Fitbit App
2025-12-24T01:04:00Z,LIGHT,Fitbit App
2025-12-24T01:05:00Z,LIGHT,Fitbit App
2025-12-24T01:06:00Z,LIGHT,Fitbit App
2025-12-24T01:07:00Z,LIGHT,Fitbit App
2025-12-24T01:08:00Z,LIGHT,Fitbit App
2025-12-24T20:06:00Z,LIGHT,Fitbit App
2025-12-24T20:07:00Z,LIGHT,Fitbit App
2025-12-24T20:08:00Z,LIGHT,Fitbit App
2025-12-24T20:09:00Z,LIGHT,Fitbit App
2025-12-24T20:10:00Z,LIGHT,Fitbit App
2025-12-24T20:11:00Z,LIGHT,Fitbit App
2025-12-24T20:12:00Z,LIGHT,Fitbit App
2025-12-25T01:05:00Z,LIGHT,Fitbit App
2025-12-25T01:06:00Z,LIGHT,Fitbit App
2025-12-25T02:32:00Z,LIGHT,Fitbit App
2025-12-25T02:33:00Z,LIGHT,Fitbit App
2025-12-25T02:48:00Z,LIGHT,Fitbit App
2025-12-25T02:49:00Z,LIGHT,Fitbit App
2025-12-25T03:11:00Z,LIGHT,Fitbit App
2025-12-25T03:12:00Z,LIGHT,Fitbit App
2025-12-25T04:07:00Z,LIGHT,Fitbit App
2025-12-25T04:08:00Z,LIGHT,Fitbit App
2025-12-25T06:03:00Z,LIGHT,Fitbit App
2025-12-25T06:04:00Z,LIGHT,Fitbit App
2025-12-25T06:05:00Z,LIGHT,Fitbit App
2025-12-25T06:58:00Z,LIGHT,Fitbit App
2025-12-25T06:59:00Z,LIGHT,Fitbit App
2025-12-25T07:33:00Z,LIGHT,Fitbit App
2025-12-25T07:34:00Z,LIGHT,Fitbit App
2025-12-25T07:35:00Z,LIGHT,Fitbit App
2025-12-25T07:36:00Z,LIGHT,Fitbit App
2025-12-25T07:37:00Z,LIGHT,Fitbit App
2025-12-25T08:07:00Z,LIGHT,Fitbit App
2025-12-25T08:08:00Z,LIGHT,Fitbit App
2025-12-25T10:18:00Z,LIGHT,Fitbit App
2025-12-25T10:19:00Z,LIGHT,Fitbit App
2025-12-25T10:20:00Z,LIGHT,Fitbit App
2025-12-25T10:21:00Z,LIGHT,Fitbit App
2025-12-25T11:18:00Z,LIGHT,Fitbit App
2025-12-25T11:19:00Z,LIGHT,Fitbit App
2025-12-25T11:30:00Z,LIGHT,Fitbit App
2025-12-25T11:31:00Z,LIGHT,Fitbit App
2025-12-25T11:53:00Z,LIGHT,Fitbit App
2025-12-25T11:54:00Z,LIGHT,Fitbit App
2025-12-25T11:55:00Z,LIGHT,Fitbit App
2025-12-25T11:56:00Z,LIGHT,Fitbit App
2025-12-25T11:57:00Z,LIGHT,Fitbit App
2025-12-25T11:58:00Z,LIGHT,Fitbit App
2025-12-25T11:59:00Z,LIGHT,Fitbit App
2025-12-25T12:00:00Z,LIGHT,Fitbit App
2025-12-25T12:01:00Z,LIGHT,Fitbit App
2025-12-25T12:02:00Z,LIGHT,Fitbit App
2025-12-25T12:03:00Z,LIGHT,Fitbit App
2025-12-25T12:04:00Z,LIGHT,Fitbit App
2025-12-25T12:05:00Z,LIGHT,Fitbit App
2025-12-25T12:06:00Z,LIGHT,Fitbit App
2025-12-25T12:07:00Z,LIGHT,Fitbit App
2025-12-25T12:08:00Z,LIGHT,Fitbit App
2025-12-25T12:09:00Z,LIGHT,Fitbit App
2025-12-25T12:10:00Z,LIGHT,Fitbit App
2025-12-25T12:11:00Z,LIGHT,Fitbit App
2025-12-25T12:12:00Z,LIGHT,Fitbit App
2025-12-25T12:13:00Z,LIGHT,Fitbit App
2025-12-25T12:14:00Z,LIGHT,Fitbit App
2025-12-25T12:15:00Z,LIGHT,Fitbit App
2025-12-25T12:16:00Z,LIGHT,Fitbit App
2025-12-25T12:17:00Z,LIGHT,Fitbit App
2025-12-25T12:18:00Z,LIGHT,Fitbit App
2025-12-25T12:19:00Z,LIGHT,Fitbit App
2025-12-25T12:20:00Z,LIGHT,Fitbit App
2025-12-25T12:21:00Z,LIGHT,Fitbit App
2025-12-25T12:22:00Z,LIGHT,Fitbit App
2025-12-25T12:23:00Z,LIGHT,Fitbit App
2025-12-25T12:24:00Z,LIGHT,Fitbit App
2025-12-25T12:25:00Z,LIGHT,Fitbit App
2025-12-25T12:26:00Z,LIGHT,Fitbit App
2025-12-25T12:27:00Z,LIGHT,Fitbit App
2025-12-25T12:28:00Z,LIGHT,Fitbit App
2025-12-25T12:29:00Z,LIGHT,Fitbit App
2025-12-25T12:30:00Z,LIGHT,Fitbit App
2025-12-25T12:31:00Z,LIGHT,Fitbit App
2025-12-25T12:32:00Z,LIGHT,Fitbit App
2025-12-25T12:33:00Z,LIGHT,Fitbit App
2025-12-25T12:34:00Z,LIGHT,Fitbit App
2025-12-25T12:35:00Z,LIGHT,Fitbit App
2025-12-25T12:36:00Z,LIGHT,Fitbit App
2025-12-25T12:37:00Z,LIGHT,Fitbit App
2025-12-25T12:38:00Z,LIGHT,Fitbit App
2025-12-25T12:39:00Z,LIGHT,Fitbit App
2025-12-25T12:40:00Z,LIGHT,Fitbit App
2025-12-25T12:41:00Z,LIGHT,Fitbit App
2025-12-25T12:42:00Z,LIGHT,Fitbit App
2025-12-25T12:43:00Z,LIGHT,Fitbit App
2025-12-25T12:44:00Z,LIGHT,Fitbit App
2025-12-25T12:45:00Z,LIGHT,Fitbit App
2025-12-25T12:46:00Z,LIGHT,Fitbit App
2025-12-25T12:47:00Z,LIGHT,Fitbit App
2025-12-25T12:48:00Z,LIGHT,Fitbit App
2025-12-25T12:49:00Z,LIGHT,Fitbit App
2025-12-25T12:50:00Z,LIGHT,Fitbit App
2025-12-25T12:51:00Z,LIGHT,Fitbit App
2025-12-25T12:52:00Z,LIGHT,Fitbit App
2025-12-25T12:53:00Z,LIGHT,Fitbit App
2025-12-25T12:54:00Z,LIGHT,Fitbit App
2025-12-25T12:55:00Z,LIGHT,Fitbit App
2025-12-25T12:56:00Z,LIGHT,Fitbit App
2025-12-25T12:57:00Z,LIGHT,Fitbit App
2025-12-25T12:58:00Z,LIGHT,Fitbit App
2025-12-25T12:59:00Z,LIGHT,Fitbit App
2025-12-25T13:00:00Z,LIGHT,Fitbit App
2025-12-25T13:01:00Z,LIGHT,Fitbit App
2025-12-25T13:02:00Z,LIGHT,Fitbit App
2025-12-25T13:03:00Z,LIGHT,Fitbit App
2025-12-25T13:04:00Z,LIGHT,Fitbit App
2025-12-25T13:05:00Z,LIGHT,Fitbit App
2025-12-25T13:06:00Z,LIGHT,Fitbit App
2025-12-25T13:07:00Z,LIGHT,Fitbit App
2025-12-25T13:08:00Z,LIGHT,Fitbit App
2025-12-25T13:09:00Z,LIGHT,Fitbit App
2025-12-25T13:10:00Z,LIGHT,Fitbit App
2025-12-25T13:11:00Z,LIGHT,Fitbit App
2025-12-25T13:12:00Z,LIGHT,Fitbit App
2025-12-25T13:13:00Z,LIGHT,Fitbit App
2025-12-25T13:14:00Z,LIGHT,Fitbit App
2025-12-25T13:15:00Z,LIGHT,Fitbit App
2025-12-25T13:16:00Z,LIGHT,Fitbit App
2025-12-25T13:17:00Z,LIGHT,Fitbit App
2025-12-25T13:18:00Z,LIGHT,Fitbit App
2025-12-25T13:19:00Z,LIGHT,Fitbit App
2025-12-25T13:20:00Z,LIGHT,Fitbit App
2025-12-25T13:21:00Z,LIGHT,Fitbit App
2025-12-25T13:22:00Z,LIGHT,Fitbit App
2025-12-25T13:23:00Z,LIGHT,Fitbit App
2025-12-25T13:24:00Z,LIGHT,Fitbit App
2025-12-25T13:25:00Z,LIGHT,Fitbit App
2025-12-25T13:26:00Z,LIGHT,Fitbit App
2025-12-25T13:27:00Z,LIGHT,Fitbit App
2025-12-25T13:28:00Z,LIGHT,Fitbit App
2025-12-25T13:29:00Z,LIGHT,Fitbit App
2025-12-25T13:30:00Z,LIGHT,Fitbit App
2025-12-25T13:31:00Z,LIGHT,Fitbit App
2025-12-25T13:32:00Z,LIGHT,Fitbit App
2025-12-25T13:33:00Z,LIGHT,Fitbit App
2025-12-25T13:34:00Z,LIGHT,Fitbit App
2025-12-25T13:35:00Z,LIGHT,Fitbit App
2025-12-25T13:36:00Z,LIGHT,Fitbit App
2025-12-25T13:37:00Z,LIGHT,Fitbit App
2025-12-25T13:38:00Z,LIGHT,Fitbit App
2025-12-25T13:39:00Z,LIGHT,Fitbit App
2025-12-25T13:40:00Z,LIGHT,Fitbit App
2025-12-25T13:41:00Z,LIGHT,Fitbit App
2025-12-25T13:42:00Z,LIGHT,Fitbit App
2025-12-25T13:43:00Z,LIGHT,Fitbit App
2025-12-25T13:44:00Z,LIGHT,Fitbit App
2025-12-25T13:45:00Z,LIGHT,Fitbit App
2025-12-25T13:46:00Z,LIGHT,Fitbit App
2025-12-25T13:47:00Z,LIGHT,Fitbit App
2025-12-25T13:48:00Z,LIGHT,Fitbit App
2025-12-25T13:49:00Z,LIGHT,Fitbit App
2025-12-25T13:50:00Z,LIGHT,Fitbit App
2025-12-25T13:51:00Z,LIGHT,Fitbit App
2025-12-25T13:52:00Z,LIGHT,Fitbit App
2025-12-25T13:53:00Z,LIGHT,Fitbit App
2025-12-25T13:54:00Z,LIGHT,Fitbit App
2025-12-25T13:55:00Z,LIGHT,Fitbit App
2025-12-25T13:56:00Z,LIGHT,Fitbit App
