timestamp,heart rate zone,total minutes,data source
2025-12-09T12:09:00Z,FAT_BURN,1,Sense
2025-12-09T12:10:00Z,FAT_BURN,1,Sense
2025-12-09T12:11:00Z,FAT_BURN,1,Sense
2025-12-09T12:12:00Z,FAT_BURN,1,Sense
2025-12-09T12:13:00Z,FAT_BURN,1,Sense
2025-12-09T12:14:00Z,FAT_BURN,1,Sense
2025-12-09T12:15:00Z,FAT_BURN,1,Sense
2025-12-09T12:16:00Z,FAT_BURN,1,Sense
2025-12-09T12:17:00Z,FAT_BURN,1,Sense
2025-12-09T12:18:00Z,FAT_BURN,1,Sense
2025-12-09T12:19:00Z,FAT_BURN,1,Sense
2025-12-09T12:27:00Z,FAT_BURN,1,Sense
2025-12-23T08:44:00Z,FAT_BURN,1,Sense
2025-12-23T08:45:00Z,FAT_BURN,1,Sense
2025-12-23T08:46:00Z,FAT_BURN,1,Sense
2025-12-23T08:47:00Z,FAT_BURN,1,Sense
2025-12-23T08:48:00Z,FAT_BURN,1,Sense
2025-12-23T08:49:00Z,FAT_BURN,1,Sense
2025-12-23T08:50:00Z,FAT_BURN,1,Sense
2025-12-23T08:51:00Z,FAT_BURN,1,Sense
2025-12-23T08:52:00Z,FAT_BURN,1,Sense
2025-12-23T08:53:00Z,FAT_BURN,1,Sense
2025-12-23T08:54:00Z,FAT_BURN,1,Sense
2025-12-23T08:55:00Z,FAT_BURN,1,Sense
2025-12-23T08:56:00Z,FAT_BURN,1,Sense
2025-12-23T08:57:00Z,FAT_BURN,1,Sense
2025-12-23T08:58:00Z,FAT_BURN,1,Sense
2025-12-23T09:22:00Z,FAT_BURN,1,Sense
2025-12-23T09:23:00Z,FAT_BURN,1,Sense
2025-12-23T09:39:00Z,FAT_BURN,1,Sense
2025-12-23T09:40:00Z,FAT_BURN,1,Sense
2025-12-23T09:41:00Z,FAT_BURN,1,Sense
2025-12-23T09:42:00Z,FAT_BURN,1,Sense
2025-12-23T09:43:00Z,FAT_BURN,1,Sense
2025-12-23T09:47:00Z,FAT_BURN,1,Sense
2025-12-23T09:48:00Z,FAT_BURN,1,Sense
2025-12-23T09:49:00Z,FAT_BURN,1,Sense
2025-12-23T09:50:00Z,FAT_BURN,1,Sense
2025-12-23T09:51:00Z,FAT_BURN,1,Sense
2025-12-23T09:52:00Z,FAT_BURN,1,Sense
2025-12-23T09:54:00Z,FAT_BURN,1,Sense
2025-12-23T09:55:00Z,FAT_BURN,1,Sense
2025-12-23T09:58:00Z,FAT_BURN,1,Sense
2025-12-23T09:59:00Z,FAT_BURN,1,Sense
2025-12-23T10:00:00Z,FAT_BURN,1,Sense
2025-12-23T10:03:00Z,FAT_BURN,1,Sense
2025-12-23T10:04:00Z,FAT_BURN,1,Sense
2025-12-23T10:05:00Z,FAT_BURN,1,Sense
2025-12-23T10:14:00Z,FAT_BURN,1,Sense
2025-12-23T10:15:00Z,FAT_BURN,1,Sense
2025-12-23T10:16:00Z,FAT_BURN,1,Sense
2025-12-23T10:17:00Z,FAT_BURN,1,Sense
2025-12-23T10:18:00Z,FAT_BURN,1,Sense
2025-12-23T10:19:00Z,FAT_BURN,1,Sense
2025-12-23T10:20:00Z,FAT_BURN,1,Sense
2025-12-23T10:21:00Z,FAT_BURN,1,Sense
2025-12-23T10:24:00Z,FAT_BURN,1,Sense
2025-12-23T10:25:00Z,FAT_BURN,1,Sense
2025-12-23T10:26:00Z,FAT_BURN,1,Sense
2025-12-23T10:27:00Z,FAT_BURN,1,Sense
2025-12-23T10:28:00Z,FAT_BURN,1,Sense
2025-12-23T10:38:00Z,FAT_BURN,1,Sense
2025-12-23T10:39:00Z,FAT_BURN,1,Sense
2025-12-23T16:13:00Z,CARDIO,2,Sense
2025-12-23T16:14:00Z,FAT_BURN,1,Sense
2025-12-23T17:03:00Z,FAT_BURN,1,Sense
2025-12-23T17:50:00Z,FAT_BURN,1,Sense
