timestamp,workout,background,total
2025-10-27T16:28:00Z,0.0,0.240237212932158,0.240237212932158
2025-10-27T16:29:00Z,0.0,0.23619431520927403,0.23619431520927403
2025-10-27T16:30:00Z,0.0,0.23352202814293663,0.23352202814293663
2025-10-27T16:31:00Z,0.0,0.0,0.0
2025-10-27T16:32:00Z,0.0,0.0,0.0
2025-10-27T16:33:00Z,0.0,0.0,0.0
2025-10-27T16:34:00Z,0.0,0.0,0.0
2025-10-27T16:35:00Z,0.0,0.0,0.0
2025-10-27T16:36:00Z,0.0,0.0,0.0
2025-10-27T16:37:00Z,0.0,0.2371236109539049,0.2371236109539049
2025-10-27T16:38:00Z,0.0,0.0,0.0
2025-10-27T16:39:00Z,0.0,0.23945650661434276,0.23945650661434276
2025-10-27T16:40:00Z,0.0,0.2581339190905327,0.2581339190905327
2025-10-27T16:41:00Z,0.0,0.2748758332973108,0.2748758332973108
2025-10-27T16:42:00Z,0.0,0.24773117362679864,0.24773117362679864
2025-10-27T16:43:00Z,0.0,0.26306280837602053,0.26306280837602053
2025-10-27T16:44:00Z,0.0,0.24075854005284136,0.24075854005284136
2025-10-27T16:45:00Z,0.0,0.25036730498455834,0.25036730498455834
2025-10-27T16:46:00Z,0.0,0.24369066894640684,0.24369066894640684
2025-10-27T16:47:00Z,0.0,0.28129294395653615,0.28129294395653615
2025-10-27T16:48:00Z,0.0,0.2666031713365571,0.2666031713365571
2025-10-27T16:49:00Z,0.0,0.31788462449492316,0.31788462449492316
2025-10-27T16:50:00Z,0.0,0.3223820013021535,0.3223820013021535
2025-10-27T16:51:00Z,0.0,0.311584013916282,0.311584013916282
2025-10-27T16:52:00Z,0.0,0.3246462922109326,0.3246462922109326
2025-10-27T16:53:00Z,0.0,0.28336627519808294,0.28336627519808294
2025-10-27T16:54:00Z,0.0,0.2976763275115974,0.2976763275115974
2025-10-27T16:55:00Z,0.0,0.26533536421123954,0.26533536421123954
2025-10-27T16:56:00Z,0.0,0.2688309372331725,0.2688309372331725
2025-10-27T16:57:00Z,0.0,0.0,0.0
2025-10-27T16:58:00Z,0.0,0.23454766434767388,0.23454766434767388
2025-10-27T16:59:00Z,0.0,0.26704779655850985,0.26704779655850985
2025-10-27T17:00:00Z,0.0,0.28425781074667456,0.28425781074667456
2025-10-27T17:01:00Z,0.0,0.2821556564788932,0.2821556564788932
2025-10-27T17:02:00Z,0.0,0.2894104853964113,0.2894104853964113
2025-10-27T17:03:00Z,0.0,0.27615176937271185,0.27615176937271185
2025-10-27T17:04:00Z,0.0,0.25423232148492547,0.25423232148492547
2025-10-27T17:05:00Z,0.0,0.27251611149030797,0.27251611149030797
2025-10-27T17:06:00Z,0.0,0.2988694033552572,0.2988694033552572
2025-10-27T17:07:00Z,0.0,0.3278991435849411,0.3278991435849411
2025-10-27T17:08:00Z,0.0,0.3013848986143537,0.3013848986143537
2025-10-27T17:09:00Z,0.0,0.3134285791013243,0.3134285791013243
2025-10-27T17:10:00Z,0.0,0.3051837543227669,0.3051837543227669
2025-10-27T17:11:00Z,0.0,0.2744513493577243,0.2744513493577243
2025-10-27T17:12:00Z,0.0,0.30246714273593034,0.30246714273593034
2025-10-27T17:13:00Z,0.0,0.2952993907442597,0.2952993907442597
2025-10-27T17:14:00Z,0.0,0.3154489515665047,0.3154489515665047
2025-10-27T17:15:00Z,0.0,0.29043555813337557,0.29043555813337557
2025-10-27T17:16:00Z,0.0,0.2976763275115974,0.2976763275115974
2025-10-27T17:17:00Z,0.0,0.321253764240971,0.321253764240971
2025-10-27T17:18:00Z,0.0,0.34036551510499125,0.34036551510499125
2025-10-27T17:19:00Z,0.0,0.3109707366786138,0.3109707366786138
2025-10-27T17:20:00Z,0.0,0.30654797231794373,0.30654797231794373
2025-10-27T17:21:00Z,0.0,0.28824181076765276,0.28824181076765276
2025-10-28T06:27:00Z,0.0,0.5592199308099393,0.5592199308099393
2025-10-28T06:28:00Z,0.0,0.2771752060145798,0.2771752060145798
2025-10-28T06:29:00Z,0.0,0.0,0.0
2025-10-28T07:56:00Z,0.0,0.0,0.0
2025-10-28T07:57:00Z,0.0,0.0,0.0
2025-10-28T08:35:00Z,0.0,0.0,0.0
2025-10-28T08:36:00Z,0.0,0.0,0.0
2025-10-28T08:37:00Z,0.0,0.0,0.0
2025-10-28T08:42:00Z,0.0,0.0,0.0
2025-10-28T08:43:00Z,0.0,0.0,0.0
