date_time,heart_zone_id,total_minutes
2025-08-01T13:25,FAT_BURN,1
2025-08-01T13:26,FAT_BURN,1
2025-08-01T13:27,FAT_BURN,1
2025-08-04T13:56,FAT_BURN,1
2025-08-04T13:57,FAT_BURN,1
2025-08-04T13:58,FAT_BURN,1
2025-08-04T13:59,FAT_BURN,1
2025-08-04T14:00,CARDIO,2
2025-08-04T14:01,FAT_BURN,1
2025-08-06T19:41,FAT_BURN,1
2025-08-06T19:42,FAT_BURN,1
2025-08-06T19:43,FAT_BURN,1
2025-08-06T19:44,FAT_BURN,1
2025-08-06T19:45,FAT_BURN,1
2025-08-06T19:46,FAT_BURN,1
2025-08-06T19:47,FAT_BURN,1
2025-08-06T19:48,FAT_BURN,1
2025-08-06T19:49,FAT_BURN,1
2025-08-06T19:50,FAT_BURN,1
2025-08-06T19:51,FAT_BURN,1
2025-08-06T19:52,FAT_BURN,1
2025-08-06T19:53,FAT_BURN,1
2025-08-06T19:57,FAT_BURN,1
2025-08-06T19:58,FAT_BURN,1
2025-08-06T19:59,FAT_BURN,1
2025-08-06T20:02,FAT_BURN,1
2025-08-06T20:03,FAT_BURN,1
2025-08-07T14:15,FAT_BURN,1
2025-08-07T20:15,FAT_BURN,1
2025-08-07T21:35,FAT_BURN,1
2025-08-07T21:36,FAT_BURN,1
2025-08-07T21:37,FAT_BURN,1
2025-08-07T21:38,FAT_BURN,1
2025-08-07T21:39,FAT_BURN,1
2025-08-07T21:40,FAT_BURN,1
2025-08-07T21:41,FAT_BURN,1
2025-08-07T21:42,FAT_BURN,1
2025-08-07T21:43,FAT_BURN,1
2025-08-07T21:44,FAT_BURN,1
2025-08-07T21:45,FAT_BURN,1
2025-08-07T21:46,FAT_BURN,1
2025-08-07T21:47,FAT_BURN,1
2025-08-07T21:48,FAT_BURN,1
2025-08-07T21:49,FAT_BURN,1
2025-08-07T21:50,FAT_BURN,1
2025-08-07T21:51,FAT_BURN,1
2025-08-07T21:52,FAT_BURN,1
2025-08-07T21:53,FAT_BURN,1
2025-08-07T21:54,FAT_BURN,1
2025-08-07T21:55,FAT_BURN,1
2025-08-07T21:56,FAT_BURN,1
2025-08-07T21:57,FAT_BURN,1
2025-08-07T21:58,FAT_BURN,1
2025-08-07T21:59,FAT_BURN,1
2025-08-07T22:00,FAT_BURN,1
2025-08-07T22:01,FAT_BURN,1
2025-08-07T22:02,FAT_BURN,1
2025-08-07T22:03,FAT_BURN,1
2025-08-07T22:04,FAT_BURN,1
2025-08-07T22:05,FAT_BURN,1
2025-08-07T22:06,FAT_BURN,1
2025-08-07T22:07,FAT_BURN,1
2025-08-07T22:08,FAT_BURN,1
2025-08-07T22:09,FAT_BURN,1
2025-08-07T22:10,FAT_BURN,1
2025-08-07T22:11,FAT_BURN,1
2025-08-07T22:12,FAT_BURN,1
2025-08-07T22:13,FAT_BURN,1
2025-08-07T22:14,FAT_BURN,1
2025-08-07T22:15,FAT_BURN,1
2025-08-07T22:16,FAT_BURN,1
2025-08-07T22:17,FAT_BURN,1
2025-08-07T22:18,FAT_BURN,1
2025-08-07T22:19,FAT_BURN,1
2025-08-07T22:20,FAT_BURN,1
2025-08-08T12:46,FAT_BURN,1
2025-08-08T12:48,FAT_BURN,1
2025-08-08T12:49,FAT_BURN,1
2025-08-08T12:50,FAT_BURN,1
2025-08-08T13:23,FAT_BURN,1
2025-08-08T13:24,FAT_BURN,1
2025-08-08T13:25,FAT_BURN,1
2025-08-08T13:27,FAT_BURN,1
2025-08-08T13:28,FAT_BURN,1
2025-08-08T13:29,FAT_BURN,1
2025-08-08T13:30,FAT_BURN,1
2025-08-08T13:31,FAT_BURN,1
2025-08-08T22:16,FAT_BURN,1
2025-08-08T22:17,FAT_BURN,1
2025-08-08T22:18,FAT_BURN,1
2025-08-08T22:19,FAT_BURN,1
2025-08-08T22:36,FAT_BURN,1
2025-08-08T22:37,FAT_BURN,1
2025-08-09T03:22,FAT_BURN,1
2025-08-09T04:15,FAT_BURN,1
2025-08-09T04:16,FAT_BURN,1
2025-08-09T04:29,FAT_BURN,1
2025-08-09T04:30,FAT_BURN,1
2025-08-11T22:34,FAT_BURN,1
2025-08-11T22:36,FAT_BURN,1
2025-08-11T22:37,FAT_BURN,1
2025-08-11T22:45,FAT_BURN,1
2025-08-14T21:37,FAT_BURN,1
2025-08-14T21:42,FAT_BURN,1
2025-08-14T21:43,FAT_BURN,1
2025-08-14T21:44,FAT_BURN,1
2025-08-14T21:45,FAT_BURN,1
2025-08-14T21:46,FAT_BURN,1
2025-08-14T21:48,FAT_BURN,1
2025-08-14T21:49,FAT_BURN,1
2025-08-14T21:50,FAT_BURN,1
2025-08-14T22:06,FAT_BURN,1
2025-08-14T22:07,FAT_BURN,1
2025-08-14T22:08,FAT_BURN,1
2025-08-14T22:09,FAT_BURN,1
2025-08-14T22:19,FAT_BURN,1
2025-08-14T23:03,FAT_BURN,1
2025-08-15T14:43,FAT_BURN,1
2025-08-15T14:44,FAT_BURN,1
2025-08-15T14:45,FAT_BURN,1
2025-08-15T14:46,FAT_BURN,1
2025-08-15T14:47,FAT_BURN,1
2025-08-15T14:48,FAT_BURN,1
2025-08-15T14:49,FAT_BURN,1
2025-08-15T14:50,FAT_BURN,1
2025-08-15T14:51,FAT_BURN,1
2025-08-15T14:52,FAT_BURN,1
2025-08-15T14:53,FAT_BURN,1
2025-08-15T14:54,FAT_BURN,1
2025-08-15T14:55,FAT_BURN,1
2025-08-15T14:56,FAT_BURN,1
2025-08-15T14:57,FAT_BURN,1
2025-08-15T14:58,FAT_BURN,1
2025-08-15T14:59,FAT_BURN,1
2025-08-15T15:00,FAT_BURN,1
2025-08-15T15:01,FAT_BURN,1
2025-08-15T15:02,FAT_BURN,1
2025-08-15T15:03,FAT_BURN,1
2025-08-15T15:04,FAT_BURN,1
2025-08-15T15:05,FAT_BURN,1
2025-08-15T15:06,FAT_BURN,1
2025-08-15T15:07,FAT_BURN,1
2025-08-15T15:08,FAT_BURN,1
2025-08-15T15:09,FAT_BURN,1
2025-08-15T15:10,FAT_BURN,1
2025-08-15T15:11,FAT_BURN,1
2025-08-15T15:12,FAT_BURN,1
2025-08-15T15:13,FAT_BURN,1
2025-08-15T15:14,FAT_BURN,1
2025-08-15T15:15,FAT_BURN,1
2025-08-15T15:16,FAT_BURN,1
2025-08-15T15:17,FAT_BURN,1
2025-08-15T15:18,FAT_BURN,1
2025-08-15T15:19,FAT_BURN,1
2025-08-15T15:20,FAT_BURN,1
2025-08-15T15:21,FAT_BURN,1
2025-08-15T15:22,FAT_BURN,1
2025-08-15T15:23,FAT_BURN,1
2025-08-15T15:24,FAT_BURN,1
2025-08-15T15:25,FAT_BURN,1
2025-08-15T15:26,FAT_BURN,1
2025-08-15T15:27,FAT_BURN,1
2025-08-15T15:28,FAT_BURN,1
2025-08-15T15:29,FAT_BURN,1
2025-08-15T15:30,FAT_BURN,1
2025-08-15T15:31,FAT_BURN,1
2025-08-15T15:32,FAT_BURN,1
2025-08-15T15:33,FAT_BURN,1
2025-08-15T15:34,FAT_BURN,1
2025-08-16T02:14,FAT_BURN,1
2025-08-17T02:51,FAT_BURN,1
2025-08-17T16:49,FAT_BURN,1
2025-08-17T16:50,FAT_BURN,1
2025-08-17T19:21,CARDIO,2
2025-08-17T19:22,FAT_BURN,1
2025-08-17T20:45,FAT_BURN,1
2025-08-20T22:17,FAT_BURN,1
2025-08-20T22:18,FAT_BURN,1
