date_time,heart_zone_id,total_minutes
2025-03-26T13:27,FAT_BURN,1
2025-03-26T17:45,FAT_BURN,1
2025-03-27T15:21,FAT_BURN,1
2025-03-27T15:22,FAT_BURN,1
2025-03-27T15:23,FAT_BURN,1
2025-03-27T15:24,FAT_BURN,1
2025-03-28T17:22,FAT_BURN,1
2025-03-28T17:23,FAT_BURN,1
2025-03-28T17:24,FAT_BURN,1
2025-03-28T17:25,FAT_BURN,1
2025-03-28T17:26,FAT_BURN,1
2025-03-28T17:27,FAT_BURN,1
2025-03-28T17:28,FAT_BURN,1
2025-03-28T17:29,FAT_BURN,1
2025-03-28T17:30,FAT_BURN,1
2025-03-28T17:31,FAT_BURN,1
2025-03-28T17:32,FAT_BURN,1
2025-03-28T17:34,FAT_BURN,1
2025-03-28T17:36,FAT_BURN,1
2025-03-28T17:47,FAT_BURN,1
2025-03-28T17:48,FAT_BURN,1
2025-03-28T17:49,FAT_BURN,1
2025-03-28T18:06,FAT_BURN,1
2025-03-28T18:09,FAT_BURN,1
2025-03-28T18:10,FAT_BURN,1
2025-03-28T18:11,FAT_BURN,1
2025-03-28T18:12,FAT_BURN,1
2025-03-28T18:13,FAT_BURN,1
2025-03-28T18:14,FAT_BURN,1
2025-03-28T18:15,FAT_BURN,1
2025-03-28T18:16,FAT_BURN,1
2025-03-28T18:17,FAT_BURN,1
2025-03-28T18:18,FAT_BURN,1
2025-03-28T18:19,FAT_BURN,1
2025-03-28T18:20,FAT_BURN,1
2025-03-28T18:21,FAT_BURN,1
2025-03-28T18:22,FAT_BURN,1
2025-03-28T18:23,FAT_BURN,1
2025-03-28T18:24,FAT_BURN,1
2025-03-28T18:25,FAT_BURN,1
2025-03-28T20:17,FAT_BURN,1
2025-03-28T20:18,FAT_BURN,1
2025-03-28T20:19,FAT_BURN,1
2025-03-28T20:20,FAT_BURN,1
2025-03-28T20:56,FAT_BURN,1
2025-03-28T21:05,FAT_BURN,1
2025-03-28T21:06,FAT_BURN,1
2025-03-28T21:07,FAT_BURN,1
2025-03-29T17:43,FAT_BURN,1
2025-03-29T17:44,CARDIO,2
2025-03-29T17:45,CARDIO,2
2025-03-29T17:46,CARDIO,2
2025-03-29T17:47,CARDIO,2
2025-03-29T17:48,CARDIO,2
2025-03-29T17:49,CARDIO,2
2025-03-29T17:50,CARDIO,2
2025-03-29T17:51,CARDIO,2
2025-03-29T17:52,CARDIO,2
2025-03-29T17:57,FAT_BURN,1
2025-03-29T17:58,FAT_BURN,1
2025-03-29T17:59,CARDIO,2
2025-03-29T18:00,FAT_BURN,1
2025-03-29T18:01,CARDIO,2
2025-03-29T18:02,CARDIO,2
2025-03-29T18:03,FAT_BURN,1
2025-03-29T18:04,CARDIO,2
2025-03-29T18:05,CARDIO,2
2025-03-29T18:06,CARDIO,2
2025-03-29T18:07,FAT_BURN,1
2025-03-29T18:08,FAT_BURN,1
2025-03-29T18:09,FAT_BURN,1
2025-03-29T18:10,FAT_BURN,1
2025-03-29T18:11,FAT_BURN,1
2025-03-29T18:12,FAT_BURN,1
2025-03-29T18:13,FAT_BURN,1
2025-03-29T18:14,FAT_BURN,1
2025-03-29T18:15,FAT_BURN,1
2025-03-29T18:16,FAT_BURN,1
2025-03-29T18:17,FAT_BURN,1
2025-03-29T18:18,FAT_BURN,1
2025-03-29T18:19,FAT_BURN,1
2025-03-29T18:20,FAT_BURN,1
2025-03-29T18:21,FAT_BURN,1
2025-03-29T18:22,FAT_BURN,1
2025-03-29T18:23,FAT_BURN,1
2025-03-29T18:24,FAT_BURN,1
2025-03-29T18:46,FAT_BURN,1
2025-03-29T18:48,FAT_BURN,1
2025-03-29T18:49,FAT_BURN,1
2025-03-29T18:50,FAT_BURN,1
2025-03-29T18:51,FAT_BURN,1
2025-03-29T18:52,FAT_BURN,1
2025-03-29T18:55,CARDIO,2
2025-03-29T18:56,FAT_BURN,1
2025-03-29T18:57,FAT_BURN,1
2025-03-30T13:14,FAT_BURN,1
2025-03-30T13:15,FAT_BURN,1
2025-03-30T13:16,FAT_BURN,1
2025-03-30T13:17,CARDIO,2
2025-03-30T13:18,CARDIO,2
2025-03-30T15:00,FAT_BURN,1
2025-03-30T15:01,FAT_BURN,1
2025-03-30T15:02,FAT_BURN,1
2025-03-30T15:03,FAT_BURN,1
2025-03-30T15:05,FAT_BURN,1
