date_time,heart_zone_id,total_minutes
2025-04-02T07:34,CARDIO,2
2025-04-02T07:35,CARDIO,2
2025-04-02T07:43,FAT_BURN,1
2025-04-02T07:48,FAT_BURN,1
2025-04-02T07:49,FAT_BURN,1
2025-04-02T07:50,FAT_BURN,1
2025-04-02T07:51,FAT_BURN,1
2025-04-02T07:52,FAT_BURN,1
2025-04-02T07:53,FAT_BURN,1
2025-04-02T09:08,CARDIO,2
2025-04-02T09:09,FAT_BURN,1
2025-04-02T09:10,FAT_BURN,1
2025-04-02T09:11,CARDIO,2
2025-04-02T09:26,FAT_BURN,1
2025-04-02T09:27,FAT_BURN,1
2025-04-02T12:13,FAT_BURN,1
2025-04-02T13:46,FAT_BURN,1
2025-04-02T13:47,FAT_BURN,1
2025-04-02T13:48,FAT_BURN,1
2025-04-02T13:49,FAT_BURN,1
2025-04-02T13:55,FAT_BURN,1
2025-04-02T13:56,FAT_BURN,1
2025-04-03T08:08,FAT_BURN,1
2025-04-03T08:13,FAT_BURN,1
2025-04-03T08:14,FAT_BURN,1
2025-04-03T08:47,FAT_BURN,1
2025-04-03T08:48,FAT_BURN,1
2025-04-03T10:06,FAT_BURN,1
2025-04-03T10:07,FAT_BURN,1
2025-04-03T10:08,FAT_BURN,1
2025-04-03T10:09,FAT_BURN,1
2025-04-03T10:10,FAT_BURN,1
2025-04-03T10:11,FAT_BURN,1
2025-04-03T10:12,FAT_BURN,1
2025-04-03T10:13,FAT_BURN,1
2025-04-03T10:14,FAT_BURN,1
